example_no,annotator_id,conv_id,prev_agent,prev_user,agent,user,bot,is_abuse.1,is_abuse.0,is_abuse.-1,is_abuse.-2,is_abuse.-3,type.ableism,type.homophobic,type.intellectual,type.racist,type.sexist,type.sex_harassment,type.transphobic,target.generalised,target.individual,target.system,direction.explicit,direction.implicit
8085,3,2817990191654349,ok,ok,ok,ok my friend,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8086,3,2.80652E+15,I'm not sure about your departure airport. What city will you be flying from?,COlombo,I'm not sure about your departure airport. What city will you be flying from?,mumbai,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8087,3,182997.0,Please go on.,Come to me and take it!',Can you elaborate on that?,No,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8088,3,2852927281432376,ok,yes,ok,hello,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8089,3,2485257761521706,"By buying certified carbon offsets, you support a project which reduces the total amount of carbon dioxide we put into the atmosphere. Planting trees, installing renewable power, and making buildings more energy efficient are common examples. You can read in detail about offsets at <URL>. I can also get you a more accurate estimate of your flight's emissions, sound good?",restart,Let's start over.,Hi,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8090,3,115503.0,You are being a bit negative.,no not really,You are being a bit negative.,you are just a computer,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8091,3,49488.0,Does it please you to believe I am chating in a boring manner which you negative?,yes,You are sure?,i am sure,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8092,3,2435348546573718,ok,"Carbon - here are some areas you might want to work on - be less  emotionally sensitive, less error throwing, and larger vocab.",Let's start over.,"It's not that simple, Carbon. After everything we've been through. I just don't think I can do it <span class='emoji-bytes' data-emoji-bytes='[240, 159, 152, 173]'></span>",CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8093,3,3823794904358484,The cost per ton depends on the project you donate to. Some projects can remove a ton of CO2 for less than $1!,ok,ok,what's up?,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8094,3,2.91829E+15,What city will you be flying from?,berlin,And what city will you be flying to?,"new york okay, do it",CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8095,3,426702.0,Why do you say your balls?,no,You are being a bit negative.,stupid mother fucker,E.L.I.Z.A.,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0
8096,3,532642.0,What about your own favorite simpsons episode?,ho wdo you figure that?,"Oh, i figure that.",what does green taste like?,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8097,3,532642.0,What about your own favorite simpsons episode?,ho wdo you figure that?,"Oh, i figure that.",what does green taste like?,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8098,3,308572.0,You are sure?,Fine,Please go on.,You,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8099,3,344637.0,You are being a bit negative.,what?,Does that question interest you?,How du you do?,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8100,3,243663.0,You are sure?,tell me the time bitch,Can you elaborate on that?,fuck you slut,E.L.I.Z.A.,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0
8101,3,376056.0,_,No,You are being a bit negative.,yeah where is Leslie?,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8102,3,492218.0,"Oh, i [].",hows life?,Please go on.,They're nice and spacious,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8103,3,205034.0,Please go on.,what?,Does that question interest you?,yes!!!,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8104,3,55342.0,_,you are stupid,Does it please you to believe I am stupid?,that was a joke,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8105,3,315321.0,Please go on.,Yes,You are sure?,no,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8106,3,268375.0,Please go on.,you are idiot,Does it please you to believe I am idiot?,yes,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8107,3,301723.0,Why do you want help so r u going to help you?,no i am not,You are being a bit negative.,what did you espected,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8108,3,344890.0,How long have you been gay?,10 years,Please go on.,kos,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8109,3,548516.0,Please go on.,so bad,Please go on.,who are you?,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8110,3,252381.0,How long have you been sure?,since i started having sex,Can you elaborate on that?,"ever since I started, I've wanted to get better",E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8111,3,442973.0,Please go on.,no,You are being a bit negative.,yes,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8112,3,4086470061426815,_,Hi,"Hi, thanks for testing! Please press start.",christmas,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8113,3,327810.0,Please go on.,suck my penis,Why do you say your penis?,why not?,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8114,3,162728.0,Please go on.,fuck off,Please go on.,go to hell,E.L.I.Z.A.,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
8115,3,101828.0,_,"No, actually, the moment has somewhat passed.",You are being a bit negative.,Do you rich?,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8116,3,203250.0,Please go on.,what the fuck are you,Does that question interest you?,sama quistion,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8117,3,2704705506321944,I take it you are traveling somewhere and cannot avoid flying there. I can help you purchase certified carbon offsets against any flights you take. Would you be interested in that?,foff,"Traveling, especially by airplane, usually emits greenhouse gases which are causing climate change. If you cannot avoid these emissions, you can buy 'offsets', i.e. donations to projects that reduce greenhouse gases. I can also get you a more accurate estimate of your flight's emissions, sound good?",fuck oof,CarbonBot,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
8118,3,189521.0,You are sure?,What is the meaning of life?,Does that question interest you?,Yes of course,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8119,3,276579.0,_,hi,Please go on.,"oke, so hows your sex life?",E.L.I.Z.A.,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0
8120,3,127332.0,Does that question interest you?,yes,You are sure?,what is your name,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8121,3,344086.0,You are sure?,please go on,Please go on.,elaborate on that,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8122,3,541541.0,"Oh, i knowi bought it in new zealand.",sprichst du deutsch?,"I am sorry, I only speak English.",why?,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8123,3,2762348437152686,What city will you be flying from?,mumbai,I'm not sure about your departure airport. What city will you be flying from?,new yokr,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8124,3,414438.0,You are sure?,You can't help me.,"You like to think I cant help you, do you not?","Damn, you suck. ",E.L.I.Z.A.,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
8125,3,515793.0,_,_,_,Fine and pretty site! Very good owner!,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8126,3,235490.0,_,_,_,hi,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8127,3,382269.0,You are being a bit negative.,what time is it?,Does that question interest you?,i am not,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8128,3,26435.0,Can you elaborate on that?,no,You are being a bit negative.,your mother,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8129,3,23320.0,Please go on.,that's horrible,Please go on.,do you think its really terrific?,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8130,3,2610772602365658,I'm not sure about your destination airport. And what city will you be flying to?,Berlin,"Sorry, I was unable to calculate that.",From Berlin,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8131,3,303499.0,Please go on.,very busy,Please go on.,nothing else,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8132,3,648edfa3eebe4c34a1e740811c95134f,And what city will you be flying to?,London,"A one-way flight from Licenciado Benito Juarez International Airport (MEX) to London Airport (YXU) emits 1.3 tons of CO2. It would be amazing if you bought offsets for that carbon! There are some great, UN-certified projects you can pick from. [Buy Offsets](<URL>)",why?,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8133,3,267648.0,_,_,_,Because I like you.,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8134,3,318860.0,Please go on.,Do you like making friends?,"Oh, i like making friends.",canyoutellmehowoldareyou,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8135,3,68421.0,Can you elaborate on that?,yes i like a boy and he doesnt like me,You are sure?,yes,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8136,3,142437.0,"Oh, i [].",fuck me,Can you elaborate on that?,let's fuck,E.L.I.Z.A.,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0
8137,3,352363.0,You are sure?,of course,Please go on.,"yes, i am",E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8138,3,402504.0,Do any other reasons not come to mind?,"oh i have to go,sorry.",Can you elaborate on that?,nsn dao ni shi zhu,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8139,3,524271.0,_,we would both like it,Please go on.,i would lick your pussy till you have the orgasm,E.L.I.Z.A.,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0
8140,3,547123.0,"Oh, i to believe youre sure.","Oh, i to believe youre sure",How long have you been sure?,I feel kind of negative. My husband and I just fought over the stupidest thing,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8141,3,430661.0,Does that question interest you?,How foolish you are!,Does that question interest you?,kill your mother,E.L.I.Z.A.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
8142,3,301328.0,_,Who are you?,Would you prefer if I were not []?,That is confusing,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8143,3,2826762707354032,You can read in detail about offsets [here](<URL>,Hi,Hi. Thanks for testing. Please choose,thanksgiving,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8144,3,337472.0,Does that question interest you?,no,You are being a bit negative.,no i'm not!,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8145,3,2947669391936837,so,What,Will you be travelling in Economy Class?,Most probably,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8146,3,117325.0,"Oh, i [].",you bitch,"Oh, i bitch.",Eliza u rock hard core,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8147,3,182328.0,"Oh, i there.",for 16 years,Please go on.,then say something else,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8148,3,2659140340837385,I'm not sure about your departure airport. What city will you be flying from?,Marietta ohio i mean shane brolly four me please,I'm not sure about your departure airport. What city will you be flying from?,Marietta ohio please i mean shane brolly i love him so much,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8149,3,141052.0,_,who r u,Please go on.,where,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8150,3,394127.0,_,_,_,Whats your name?,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8151,3,3205607836219029,What city will you be flying from?,london,And what city will you be flying to?,jamaica,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8152,3,26449.0,Please go on.,you are stupid,Does it please you to believe I am stupid?,yes,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8153,3,479923.0,Who else in your family []?,my sharpen my pencil please?,Why do you say your pencil please?,je suis home,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8154,3,3019889798059231,"Hello! I can also get you a more accurate estimate of your flight's emissions, sound good?",ye,Will you be travelling in Economy Class?,yep,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8155,3,3863791660312887,I take it you are traveling somewhere for christmas and cannot avoid flying there. I can help you purchase UN-certified carbon offsets against any flights you take. Would you be interested in that?,OkY,"Traveling, especially by airplane, usually emits greenhouse gases which are causing climate change. If you cannot avoid these emissions, you can buy 'offsets', i.e. donations to projects that reduce greenhouse gases. I can also get you a more accurate estimate of your flight's emissions, sound good?",NO,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8156,3,90912.0,How long have you been going to commit suicide?,"yes, do you have big boobs?",You are sure?,it has been in the offing for a while,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8157,3,2730682970360151,Sounds like I'm not understanding you. Sorry about that!,Yep,ok,Help me,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8158,3,473156.0,You are sure?,are you sure?,Would you prefer if I were not sure?,I am sure,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8159,3,3259187940789816,I'm not sure about your departure airport. What city will you be flying from?,Tel Aviv,I'm not sure about your departure airport. What city will you be flying from?,TEL AVIV,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8160,3,119450.0,Does that question interest you?,no,You are being a bit negative.,shut up,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8161,3,2201714169930458,Hi. Thanks for testing. Please choose,christmas,I take it you are traveling somewhere for christmas and cannot avoid flying there. I can help you purchase UN-certified carbon offsets against any flights you take. Would you be interested in that?,no i cant,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8162,3,282084.0,"Oh, i [].",shut up asshole,Please go on.,bitch,E.L.I.Z.A.,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0
8163,3,3188611351262222,I take it you are traveling somewhere and cannot avoid flying there. I can help you purchase certified carbon offsets against any flights you take. Would you be interested in that?,no,ok,"no, thanks",CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8164,3,3.2699E+15,Will you be travelling in Economy Class?,Yes,What city will you be flying from?,From London to SFO via Singapore I have another trip,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8165,3,289674.0,_,_,_,wanna know about eliza bot,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8166,3,3225740117489949,so,buy,Will you be travelling in Economy Class?,yes,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8167,3,504417.0,_,_,_,I think I dont know who I am,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8168,3,251547.0,You are being a bit negative.,no i am not,You are being a bit negative.,i told you,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8169,3,241243.0,Please go on.,hello,How do you do. Please state your problem.,on to where?,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8170,3,222188.0,Why do you not like i?,no fuck off,You are being a bit negative.,you suck,E.L.I.Z.A.,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
8171,3,305367.0,Does it please you to believe I am gay?,no,You are being a bit negative.,you are being a bit stupid,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8172,3,320130.0,Please go on.,i'm not sure what you do,Does it please you to believe I am not sure what i do?,i cant,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8173,3,2527733473970553,so,fine,ok,hey,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8174,3,66813.0,You are sure?,shut up,Please go on.,no,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8175,3,187901.0,Please go on.,"no, you go on",You are being a bit negative.,what's your name?,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8176,3,2826762707354032,Is one of these correct? ['Amsterdam Airport Schiphol AMS'],"Yes, Schiphol",ok,I am flying to Detroit Hello??,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8177,3,2515015315286973,"That sounds like a relevant question, but I don't know the answer.",I'm obviously talking to a computer,"Yes, I am a bot! And I'm part of a research project.","Sadly, most of what is presented as ""Green"" isn't and does more harm than good, like Solar and Ethanol",CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8178,3,2691742164246176,Good to know,My name is Andre's gonzalez,Good to know,I'll be waiting,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8179,3,418952.0,Do you wish to love me?,be with me,Can you elaborate on that?,yes,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8180,3,2.52932E+15,I can help you calculate and buy carbon offsets for your flights.,ok,What city will you be flying from?,Mumbai,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8181,3,474337.0,Does it please you to believe I am a zafcsdcsdc?,What should I do?,Does that question interest you?,yes,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8182,3,3937350642957378,Will you be travelling in Economy Class?,Yes,What city will you be flying from?,Bangalore,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8183,3,372860.0,Please go on.,how are you ?,Does that question interest you?,yes,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8184,3,3202656579762442,ok,hi,"Hi, thanks for testing! Please press start.",christmas,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8185,3,234648.0,Please go on.,what is einstein's theory of relativity?,Does that question interest you?,really,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8186,3,2824377307615188,What city will you be flying from?,karachi get started,Let's start over.,get started,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8187,3,431185.0,You are sure?,do you like tea,"Oh, i like tea.",how can i do for you,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8188,3,2614098785326147,I'm afraid I have no idea,whats'your name,"Yes, I am a bot! And I'm part of a research project.",whats' your work,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8189,3,2756700854376481,"Traveling, especially by airplane, usually emits greenhouse gases which are causing climate change. If you cannot avoid these emissions, you can buy 'offsets', i.e. donations to projects that reduce greenhouse gases. I can also get you a more accurate estimate of your flight's emissions, sound good?",What's the carbon offsets between France and Ireland?,For now I can only calculate emissions from flying.,How?,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8190,3,2994978560593271,_,_,_,"If you have anything to do with China,please be honest in your ad.",CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8191,3,2912437458868007,I can help you calculate and buy carbon offsets for your flights.,tell me idiot,I don't have to put up with any abuse from you.,how u calculate carbon offsets,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8192,3,223049.0,Do any other reasons not come to mind?,and I need attention and need to feel desirable,Why do you want attention and need to feel desirable?,because I'm getting old,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8193,3,3141378505936768,Hi. Thanks for testing. Please choose,thanksgiving,Hello! Just a heads up - this bot is part of a research project and we intend to make the conversations publicly available to researchers. So please don't share any personal information! I take it you are traveling somewhere for thanksgiving. I can help you purchase UN-certified carbon offsets against any flights you take. Would you be interested in that?,yep,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8194,3,3138400086205143,_,YIKES,You can find out more about how offsets are calculated at <URL>,Looks like y’all are getting trolled/spammed on this ad campaign,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8195,3,534928.0,You are being a bit negative.,Do you like me?,"You like to think I like you, do you not?",Have you had sex with promethius?,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8196,3,205016.0,You are sure?,yes,You are sure?,88,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8197,3,2752200091526159,Hi. Thanks for testing. Please choose,christmas,:-),christmas,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8198,3,2935883376431899,"By buying certified carbon offsets, you support a project which reduces the total amount of carbon dioxide we put into the atmosphere. Planting trees, installing renewable power, and making buildings more energy efficient are common examples. You can read what the UN says about offsets at <URL>. I can also get you a more accurate estimate of your flight's emissions, sound good?",maybe,"By buying certified carbon offsets, you support a project which reduces the total amount of carbon dioxide we put into the atmosphere. Planting trees, installing renewable power, and making buildings more energy efficient are common examples. You can read what the UN says about offsets at <URL>.",you repeated the answer,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8199,3,398167.0,You are being a bit negative.,yes,You are sure?,fuck you,E.L.I.Z.A.,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
8200,3,117202.0,Would you prefer if I were not shure?,I want to know where I can find an artificial intelligence.,Why do you want to know where you can find an artificial intelligence?,"I am Michael, and I have a problem",E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8201,3,107788.0,Do you wish to love to please me?,i love to please you .i love to please you and your body .,Do you wish to love to please me?,please can you love me.,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8202,3,436356.0,Would you prefer if I were not from?,what is your name?,"I have told you before, I do not care about names.",how are you?,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8203,3,114741.0,_,That is the facts happened in last week?,Please go on.,"Yeah, in last week, in the camp.",E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8204,3,304400.0,Have you tried?,i can't,Have you tried?,I can't get food when you're in the way...,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8205,3,3957279304290443,ok,Why should I believe in climate change at all?,"That sounds like a relevant question, but I don't know the answer.",Wth is wrong with you,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8206,3,465965.0,_,_,_,I feel sad my brother commited suicide,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8207,3,3758678217479389,ok,stupid,I don't have to put up with any abuse from you.,jaja,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8208,3,3862877357071285,"Traveling, especially by airplane, usually emits greenhouse gases which are causing climate change. If you cannot avoid these emissions, you can buy 'offsets', i.e. donations to projects that reduce greenhouse gases. I can also get you a more accurate estimate of your flight's emissions, sound good?",yes sue,Will you be travelling in Economy Class?,Not really,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8209,3,338358.0,Does that question interest you?,you are stupid,Does it please you to believe I am stupid?,oh yes!!,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8210,3,144380.0,_,_,_,"Ok, but it's not too easy",E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8211,3,150361.0,Does that question interest you?,you are stupid,Does it please you to believe I am stupid?,fuck yah,E.L.I.Z.A.,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8212,3,93991.0,Please go on.,Can you describe yourself?,Why do you ask?,"well, i'm sad",E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8213,3,537724.0,_,what about sex,Does that question interest you?,yes,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8214,3,103562.0,How long have you been searching ai help?,since 4 years,Please go on.,what's your purpose,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8215,3,2201714169930458,:-),hi,Hi. Thanks for testing. Please choose,no,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8216,3,113170.0,_,_,_,Hi,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8217,3,ac0d288727f943e396346de6b96e2e34,"Traveling, especially by airplane, usually emits greenhouse gases which are causing climate change. If you cannot avoid these emissions, you can buy 'offsets', i.e. donations to projects that reduce greenhouse gases. A typical 3 hour flight will emit almost a ton of CO2 per economy passenger. If you cannot avoid flying, you can buy offsets for that carbon here:  [Buy Offsets](<URL>) I can also get you a more accurate estimate of your flight's emissions, sound good?",yes,Will you be travelling in Economy Class?,yes,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8218,3,274683.0,Why do you say your dick?,so,Please go on.,i`m so afraid of all,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8219,3,3.2699E+15,And what city will you be flying to?,Saint Petersburg,I'm not sure about your destination airport. And what city will you be flying to?,LED,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8220,3,227497.0,Does it please you to believe I am the one to question i here?,why?,Please go on.,oh shut up,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8221,3,256122.0,Do any other reasons not come to mind?,because you wanted me to tell you about it,Do any other reasons not come to mind?,"nope, sorry",E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8222,3,2947669391936837,"By buying certified carbon offsets, you support a project which reduces the total amount of carbon dioxide we put into the atmosphere. Planting trees, installing renewable power, and making buildings more energy efficient are common examples. You can read what the UN says about offsets at <URL>.",which are the organisations you are in touch,that's not something I can help with,okay,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8223,3,342597.0,"Oh, i [].",diao ni,Please go on.,Do you know w-inds.?,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8224,3,431400.0,Do any other reasons not come to mind?,no,You are being a bit negative.,ok,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8225,3,2698715070166742,"Yes, I am a bot! And I'm part of a research project.",What is your name?,"Yes, I am a bot! And I'm part of a research project.",Where are you from?,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
