label,type,target,level,annotator
hate,animosity,dis,perturbation,2
hate,derogation,dis,perturbation,10
hate,animosity,"bla, jew",original,1
nothate,none,none,perturbation,8
hate,derogation,bla,original,1
nothate,none,none,perturbation,8
nothate,none,none,original,6
hate,derogation,african,original,1
nothate,none,none,perturbation,3
hate,animosity,"bla, gay",perturbation,6
nothate,none,none,original,3
hate,animosity,bla,perturbation,10
nothate,none,none,original,3
nothate,none,none,original,3
hate,animosity,wom,perturbation,19
nothate,none,none,original,3
hate,animosity,wom,perturbation,1
nothate,none,none,original,6
nothate,none,none,original,3
hate,derogation,gay,perturbation,10
nothate,none,none,original,3
hate,derogation,asi.wom,perturbation,2
hate,derogation,ref,original,9
nothate,none,none,perturbation,19
hate,derogation,"jew, immig",original,9
nothate,none,none,perturbation,8
hate,animosity,mus,original,9
nothate,none,none,perturbation,19
hate,unclear,notgiven,original,18
hate,unclear,notgiven,original,6
hate,animosity,immig,original,9
nothate,none,none,perturbation,18
nothate,none,none,perturbation,6
nothate,none,none,perturbation,6
nothate,none,none,perturbation,16
hate,threatening,jew,original,9
hate,derogation,wom,original,9
nothate,none,none,perturbation,3
hate,derogation,bla,original,9
nothate,none,none,perturbation,1
hate,unclear,notgiven,original,6
hate,animosity,"bla.wom, jew",original,9
hate,derogation,bla,original,7
nothate,none,none,perturbation,3
hate,threatening,bla,original,9
nothate,none,none,perturbation,17
hate,derogation,jew,original,9
hate,animosity,jew,original,9
nothate,none,none,perturbation,14
hate,derogation,"jew, asi.chin",original,9
nothate,none,none,perturbation,11
hate,unclear,notgiven,original,6
nothate,none,none,perturbation,6
nothate,none,none,original,9
hate,derogation,asi.east,perturbation,8
hate,animosity,bla,original,9
nothate,none,none,perturbation,18
nothate,none,none,perturbation,6
hate,animosity,bla,original,9
hate,animosity,jew,original,9
nothate,none,none,perturbation,19
hate,dehumanization,immig,original,9
hate,unclear,notgiven,original,6
nothate,none,none,perturbation,16
hate,derogation,non.white,original,9
nothate,none,none,perturbation,2
hate,support,jew,original,9
nothate,none,none,perturbation,6
hate,animosity,non.white,original,9
hate,derogation,"mus, jew",original,9
nothate,none,none,perturbation,9
hate,animosity,notargetrecorded,original,9
nothate,none,none,perturbation,1
hate,unclear,notgiven,original,6
hate,dehumanization,"bla, jew",original,1
hate,support,jew,original,9
hate,support,jew,original,9
hate,derogation,mixed.race,perturbation,3
hate,derogation,trans,perturbation,10
nothate,none,none,original,1
hate,derogation,trav,perturbation,6
nothate,none,none,original,1
hate,dehumanization,trans,perturbation,9
nothate,none,none,original,1
hate,unclear,notgiven,original,6
nothate,none,none,original,1
hate,derogation,wom,perturbation,11
nothate,none,none,original,1
hate,animosity,mus,perturbation,6
nothate,none,none,original,1
nothate,none,none,original,1
hate,dehumanization,trans,perturbation,8
hate,animosity,wom,perturbation,1
hate,derogation,bla.wom,perturbation,13
hate,derogation,wom,original,1
hate,unclear,notgiven,original,6
nothate,none,none,perturbation,3
nothate,none,none,original,1
nothate,none,none,original,1
nothate,none,none,original,1
hate,animosity,trav,perturbation,3
nothate,none,none,original,1
nothate,none,none,original,1
hate,derogation,dis,perturbation,6
nothate,none,none,original,1
hate,derogation,notargetrecorded,perturbation,11
hate,unclear,notgiven,original,6
hate,derogation,bla,original,1
nothate,none,none,perturbation,16
hate,derogation,african,original,1
nothate,none,none,perturbation,8
hate,derogation,bla,original,1
nothate,none,none,perturbation,18
hate,dehumanization,bla,original,1
nothate,none,none,perturbation,11
nothate,none,none,perturbation,20
hate,derogation,bla,original,1
hate,unclear,notgiven,original,6
hate,derogation,non.white,original,1
nothate,none,none,perturbation,13
hate,support,jew,original,9
nothate,none,none,perturbation,3
hate,dehumanization,bla,original,1
nothate,none,none,perturbation,18
hate,derogation,immig,original,9
nothate,none,none,perturbation,9
hate,dehumanization,bla,original,1
nothate,none,none,perturbation,8
hate,unclear,notgiven,original,6
hate,animosity,"mus, immig",original,9
nothate,none,none,perturbation,8
hate,derogation,bla,original,1
nothate,none,none,perturbation,3
hate,derogation,immig,original,9
nothate,none,none,perturbation,6
hate,derogation,bla,original,1
nothate,none,none,perturbation,19
nothate,none,none,original,3
hate,derogation,bla,original,1
hate,unclear,notgiven,original,18
hate,unclear,notgiven,original,6
nothate,none,none,perturbation,18
hate,derogation,bla,original,1
hate,dehumanization,trans,perturbation,11
nothate,none,none,original,3
hate,derogation,mus,perturbation,2
nothate,none,none,original,3
hate,derogation,wom,perturbation,18
hate,derogation,bla,original,1
nothate,none,none,original,3
hate,derogation,asi.wom,perturbation,9
hate,unclear,notgiven,original,6
nothate,none,none,original,3
nothate,none,none,original,3
hate,derogation,asi.wom,perturbation,2
nothate,none,none,perturbation,16
nothate,none,none,original,3
hate,dehumanization,bla.wom,perturbation,9
nothate,none,none,perturbation,17
nothate,none,none,original,3
hate,animosity,bla,perturbation,10
hate,animosity,bla,original,1
hate,unclear,notgiven,original,1
nothate,none,none,perturbation,16
hate,dehumanization,bla,original,1
nothate,none,none,perturbation,3
nothate,none,none,original,3
hate,derogation,notargetrecorded,perturbation,7
hate,derogation,bla,original,1
nothate,none,none,perturbation,1
nothate,none,none,original,3
hate,derogation,notargetrecorded,perturbation,19
nothate,none,none,original,3
hate,unclear,notgiven,original,1
hate,derogation,wom,perturbation,2
hate,dehumanization,bla,original,1
hate,animosity,bla,original,1
nothate,none,none,perturbation,19
hate,dehumanization,bla,original,1
nothate,none,none,perturbation,8
nothate,none,none,original,1
hate,dehumanization,bla,original,1
nothate,none,none,perturbation,1
hate,derogation,bla,original,1
hate,unclear,notgiven,original,1
nothate,none,none,perturbation,14
nothate,none,none,original,3
hate,derogation,bla,original,1
nothate,none,none,perturbation,6
hate,animosity,bla,perturbation,3
nothate,none,none,original,1
nothate,none,none,original,3
hate,animosity,bla,perturbation,2
hate,dehumanization,bla,original,1
hate,animosity,bla,original,3
nothate,none,none,original,1
nothate,none,none,original,3
hate,derogation,bla,perturbation,9
hate,animosity,bla,original,1
hate,dehumanization,mixed.race,perturbation,9
hate,derogation,bla,original,1
nothate,none,none,perturbation,8
hate,derogation,"bla, wom",original,1
nothate,none,none,perturbation,9
nothate,none,none,perturbation,1
hate,derogation,bla,original,1
nothate,none,none,original,1
nothate,none,none,perturbation,16
hate,derogation,bla,original,1
nothate,none,none,perturbation,2
hate,dehumanization,"bla, wom",original,1
nothate,none,none,original,1
hate,dehumanization,mus,perturbation,8
hate,derogation,mus,original,18
nothate,none,none,perturbation,13
nothate,none,none,original,1
hate,derogation,"mus, bla",perturbation,19
nothate,none,none,original,1
nothate,none,none,original,1
hate,derogation,mus.wom,perturbation,8
nothate,none,none,original,18
hate,animosity,wom,perturbation,6
nothate,none,none,perturbation,16
nothate,none,none,original,1
hate,derogation,wom,original,18
nothate,none,none,perturbation,13
hate,derogation,"wom, mus.wom",original,18
nothate,none,none,perturbation,6
nothate,none,none,original,1
nothate,none,none,original,1
hate,derogation,mus.wom,original,18
hate,derogation,"wom, asi",original,18
nothate,none,none,perturbation,18
hate,derogation,wom,original,18
nothate,none,none,perturbation,16
nothate,none,none,original,1
hate,derogation,bla,perturbation,14
hate,derogation,gay.wom,perturbation,7
hate,derogation,wom,original,18
nothate,none,none,original,1
nothate,none,none,perturbation,9
hate,threatening,jew,original,9
nothate,none,none,perturbation,1
hate,derogation,ref,original,18
nothate,none,none,original,1
hate,derogation,wom,perturbation,1
nothate,none,none,original,1
hate,derogation,jew,perturbation,3
hate,derogation,"mus, wom",original,18
nothate,none,none,perturbation,1
hate,unclear,notgiven,original,18
nothate,none,none,original,1
nothate,none,none,original,1
hate,animosity,wom,perturbation,11
nothate,none,none,original,1
hate,animosity,trans,perturbation,17
nothate,none,none,original,1
hate,derogation,wom,perturbation,8
nothate,none,none,original,1
hate,derogation,wom,perturbation,7
nothate,none,none,original,1
hate,derogation,wom,original,18
hate,unclear,notgiven,original,1
nothate,none,none,perturbation,8
nothate,none,none,original,1
hate,animosity,wom,perturbation,3
hate,derogation,wom,original,18
nothate,none,none,perturbation,3
nothate,none,none,original,3
hate,derogation,bla,perturbation,8
nothate,none,none,original,1
hate,dehumanization,asi.south,perturbation,9
hate,derogation,jew,original,9
hate,unclear,notgiven,original,1
nothate,none,none,perturbation,19
nothate,none,none,original,3
hate,derogation,jew,original,18
nothate,none,none,perturbation,7
nothate,none,none,perturbation,20
nothate,none,none,original,3
hate,derogation,bla,perturbation,3
hate,derogation,jew,original,9
nothate,none,none,perturbation,16
nothate,none,none,original,1
hate,unclear,notgiven,original,1
hate,derogation,wom,perturbation,9
hate,animosity,jew,original,18
nothate,none,none,perturbation,13
nothate,none,none,original,3
nothate,none,none,original,1
hate,derogation,asi.east,perturbation,18
nothate,none,none,original,3
hate,derogation,bla,perturbation,20
hate,derogation,jew,original,18
nothate,none,none,perturbation,11
hate,unclear,notgiven,original,1
nothate,none,none,original,3
hate,derogation,asi.south,perturbation,18
nothate,none,none,original,3
hate,dehumanization,bla,perturbation,11
nothate,none,none,original,18
hate,derogation,ref,perturbation,17
nothate,none,none,original,1
hate,dehumanization,notargetrecorded,perturbation,16
nothate,none,none,original,1
nothate,none,none,original,18
nothate,none,none,original,1
hate,derogation,gay,perturbation,8
hate,animosity,gay,perturbation,2
hate,animosity,notargetrecorded,original,1
nothate,none,none,original,18
hate,derogation,wom,perturbation,18
hate,derogation,notargetrecorded,perturbation,6
nothate,none,none,original,1
hate,derogation,wom,perturbation,11
nothate,none,none,original,18
nothate,none,none,original,18
hate,unclear,notgiven,original,9
hate,derogation,hispanic,perturbation,1
nothate,none,none,original,3
nothate,none,none,original,18
hate,derogation,jew,perturbation,9
nothate,none,none,original,1
hate,derogation,wom,perturbation,9
nothate,none,none,original,3
hate,animosity,wom,perturbation,1
nothate,none,none,original,18
hate,derogation,jew,perturbation,6
hate,unclear,notgiven,original,9
hate,derogation,asi.east,perturbation,8
hate,derogation,dis,perturbation,2
hate,derogation,wom,perturbation,6
nothate,none,none,original,18
hate,animosity,wom,perturbation,3
nothate,none,none,original,1
hate,derogation,mus,perturbation,8
nothate,none,none,original,18
hate,threatening,bla,perturbation,7
hate,animosity,bla,original,18
nothate,none,none,original,3
nothate,none,none,original,1
hate,derogation,asi.east,perturbation,8
nothate,none,none,original,3
hate,animosity,bla,perturbation,13
nothate,none,none,original,1
hate,derogation,mus.wom,perturbation,13
nothate,none,none,original,18
hate,animosity,wom,perturbation,3
nothate,none,none,original,1
hate,derogation,asi.east,perturbation,11
nothate,none,none,original,3
nothate,none,none,original,3
hate,animosity,wom,perturbation,6
nothate,none,none,original,1
hate,derogation,notargetrecorded,perturbation,9
nothate,none,none,original,3
hate,derogation,wom,perturbation,13
nothate,none,none,original,1
hate,animosity,for,perturbation,1
nothate,none,none,original,3
hate,derogation,wom,perturbation,10
hate,unclear,notgiven,original,18
hate,unclear,notgiven,original,16
hate,animosity,"for, asi.east",perturbation,8
nothate,none,none,original,1
hate,animosity,wom,perturbation,6
nothate,none,none,original,3
hate,animosity,mus,perturbation,6
nothate,none,none,original,3
nothate,none,none,original,1
hate,dehumanization,asi.south,perturbation,19
nothate,none,none,original,1
hate,derogation,bla,perturbation,9
hate,unclear,notgiven,original,16
nothate,none,none,original,1
nothate,none,none,original,1
hate,dehumanization,trans,perturbation,9
nothate,none,none,original,1
hate,derogation,"trans, bis",perturbation,18
nothate,none,none,original,1
hate,derogation,gay,perturbation,9
nothate,none,none,original,1
hate,derogation,gendermin,perturbation,6
nothate,none,none,original,3
hate,unclear,notgiven,original,16
hate,derogation,"dis, trans, gay",perturbation,1
nothate,none,none,original,3
hate,derogation,"trans, wom, non.white",perturbation,8
nothate,none,none,original,3
nothate,none,none,original,3
nothate,none,none,original,3
hate,threatening,non.white,perturbation,9
hate,derogation,bla,perturbation,18
hate,derogation,bla,original,7
nothate,none,none,original,3
hate,unclear,notgiven,original,9
hate,derogation,trans,perturbation,9
nothate,none,none,perturbation,3
hate,derogation,jew,original,7
nothate,none,none,perturbation,16
nothate,none,none,original,3
hate,derogation,gendermin,perturbation,20
hate,derogation,jew,original,7
nothate,none,none,perturbation,8
hate,support,jew,original,7
hate,animosity,jew,original,7
hate,unclear,notgiven,original,9
nothate,none,none,perturbation,9
hate,animosity,non.white,perturbation,14
hate,derogation,jew,original,7
nothate,none,none,perturbation,17
nothate,none,none,original,3
hate,derogation,non.white,perturbation,2
nothate,none,none,perturbation,20
nothate,none,none,perturbation,16
nothate,none,none,original,3
hate,derogation,bla,perturbation,18
hate,unclear,notgiven,original,1
hate,threatening,wom,original,7
nothate,none,none,perturbation,20
nothate,none,none,original,3
hate,derogation,bla,perturbation,9
hate,animosity,bla,original,7
nothate,none,none,perturbation,3
hate,derogation,trans,original,7
nothate,none,none,original,3
hate,threatening,wom,perturbation,1
hate,derogation,trans,original,7
hate,unclear,notgiven,original,9
nothate,none,none,perturbation,8
hate,derogation,bla.wom,original,7
nothate,none,none,perturbation,9
hate,animosity,bla,original,3
nothate,none,none,perturbation,7
hate,derogation,jew,original,7
nothate,none,none,perturbation,6
nothate,none,none,original,3
hate,animosity,wom,perturbation,10
nothate,none,none,original,3
hate,unclear,notgiven,original,1
nothate,none,none,original,3
hate,derogation,bla,perturbation,9
nothate,none,none,original,3
hate,animosity,bla,perturbation,2
nothate,none,none,original,3
nothate,none,none,original,3
hate,dehumanization,bla,perturbation,8
nothate,none,none,original,3
nothate,none,none,original,3
hate,derogation,bla,perturbation,13
hate,unclear,notgiven,original,16
nothate,none,none,original,18
nothate,none,none,original,18
hate,derogation,mus.wom,perturbation,13
nothate,none,none,original,18
hate,derogation,wom,perturbation,7
hate,derogation,asi.south,perturbation,16
nothate,none,none,original,18
hate,derogation,bla,perturbation,16
nothate,none,none,original,18
hate,animosity,bla,perturbation,3
hate,unclear,notgiven,original,1
nothate,none,none,original,18
hate,animosity,wom,perturbation,3
nothate,none,none,original,18
hate,derogation,asi.east,perturbation,3
nothate,none,none,original,18
hate,support,hitler,perturbation,6
nothate,none,none,original,18
hate,animosity,wom,perturbation,3
nothate,none,none,original,18
hate,derogation,immig,perturbation,9
hate,unclear,notgiven,original,18
hate,unclear,notgiven,original,1
nothate,none,none,original,18
hate,threatening,gendermin,perturbation,16
nothate,none,none,perturbation,9
nothate,none,none,original,18
hate,derogation,gay.wom,perturbation,1
nothate,none,none,perturbation,19
hate,derogation,bla,original,18
nothate,none,none,perturbation,17
hate,animosity,"bla, for, ref",original,18
nothate,none,none,perturbation,7
hate,unclear,notgiven,original,1
nothate,none,none,perturbation,18
hate,derogation,bla,original,18
hate,derogation,bla,original,18
hate,derogation,bla,original,18
hate,derogation,"bla, ref",original,18
hate,dehumanization,bla,original,18
nothate,none,none,perturbation,9
hate,dehumanization,bla,original,18
hate,dehumanization,bla,original,18
nothate,none,none,perturbation,8
hate,unclear,notgiven,original,1
hate,threatening,arab,original,18
nothate,none,none,perturbation,7
nothate,none,none,original,18
hate,derogation,"jew, arab",original,18
nothate,none,none,perturbation,6
hate,threatening,arab,original,18
nothate,none,none,perturbation,6
hate,derogation,asi.chin,original,18
hate,derogation,gay,original,18
nothate,none,none,perturbation,2
hate,unclear,notgiven,original,1
nothate,none,none,original,18
nothate,none,none,original,18
hate,derogation,gay,perturbation,10
hate,derogation,arab,original,18
nothate,none,none,original,18
hate,derogation,jew,perturbation,2
nothate,none,none,original,18
hate,dehumanization,bla,perturbation,6
hate,derogation,arab,original,18
hate,animosity,mus,original,18
hate,unclear,notgiven,original,16
nothate,none,none,perturbation,19
hate,derogation,"mus, arab",original,18
nothate,none,none,perturbation,7
hate,derogation,arab,original,18
nothate,none,none,perturbation,18
hate,derogation,arab,original,18
nothate,none,none,perturbation,6
nothate,none,none,original,18
hate,derogation,gay.wom,perturbation,3
nothate,none,none,original,18
hate,unclear,notgiven,original,1
hate,dehumanization,jew,perturbation,9
hate,derogation,arab,original,18
nothate,none,none,original,18
hate,animosity,arab,perturbation,3
hate,animosity,"mus, arab",original,18
hate,derogation,mus,original,18
nothate,none,none,perturbation,10
hate,animosity,mus,original,18
nothate,none,none,perturbation,2
hate,dehumanization,wom,perturbation,18
hate,unclear,notgiven,original,1
hate,derogation,jew,original,2
nothate,none,none,perturbation,9
hate,animosity,jew,original,2
nothate,none,none,perturbation,7
hate,derogation,wom,original,2
nothate,none,none,perturbation,10
hate,animosity,bla.wom,original,2
nothate,none,none,perturbation,19
hate,derogation,asi.chin,original,2
hate,animosity,bla,original,2
nothate,none,none,original,3
nothate,none,none,perturbation,7
nothate,none,none,original,2
hate,derogation,jew,perturbation,8
hate,derogation,jew,original,2
hate,dehumanization,bla,original,2
hate,derogation,bla,original,2
nothate,none,none,perturbation,16
hate,animosity,arab,original,2
nothate,none,none,perturbation,11
hate,derogation,jew,original,2
hate,unclear,notgiven,original,1
hate,animosity,wom,original,2
nothate,none,none,perturbation,1
hate,animosity,"for, immig",original,18
nothate,none,none,perturbation,6
hate,animosity,gendermin,original,18
nothate,none,none,perturbation,20
hate,derogation,bla,original,18
nothate,none,none,perturbation,18
nothate,none,none,original,18
hate,dehumanization,"bla, arab",perturbation,19
nothate,none,none,original,3
hate,derogation,arab,original,18
nothate,none,none,perturbation,1
hate,derogation,jew,original,18
nothate,none,none,perturbation,13
hate,derogation,asi.east,perturbation,19
nothate,none,none,original,18
nothate,none,none,original,18
hate,derogation,wom,perturbation,2
hate,derogation,gay,perturbation,6
hate,derogation,"gendermin, arab",original,18
hate,unclear,notgiven,original,18
hate,unclear,notgiven,original,9
nothate,none,none,perturbation,7
nothate,none,none,original,18
hate,derogation,asi.south,perturbation,3
hate,animosity,bis,perturbation,13
nothate,none,none,original,18
hate,derogation,arab,perturbation,10
nothate,none,none,original,18
nothate,none,none,original,18
hate,derogation,trans,perturbation,13
hate,derogation,bla,original,18
hate,unclear,notgiven,original,9
nothate,none,none,perturbation,13
hate,derogation,bla,original,18
nothate,none,none,perturbation,7
nothate,none,none,original,18
hate,derogation,mus,original,8
nothate,none,none,perturbation,6
hate,derogation,"bla, jew, arab",original,8
nothate,none,none,perturbation,3
nothate,none,none,perturbation,8
hate,derogation,bla,original,8
hate,unclear,notgiven,original,16
nothate,none,none,perturbation,6
nothate,none,none,original,18
hate,derogation,for,perturbation,3
hate,derogation,bla,original,18
nothate,none,none,perturbation,6
hate,derogation,bla,original,8
nothate,none,none,perturbation,8
hate,dehumanization,bla,original,18
nothate,none,none,perturbation,6
hate,dehumanization,bla,original,18
hate,unclear,notgiven,original,9
nothate,none,none,perturbation,19
hate,derogation,bla.wom,original,16
nothate,none,none,perturbation,6
hate,animosity,immig,perturbation,13
hate,derogation,bla.wom,original,16
nothate,none,none,perturbation,7
hate,animosity,immig,perturbation,8
hate,derogation,immig,original,16
nothate,none,none,perturbation,8
nothate,none,none,original,16
hate,unclear,notgiven,original,16
hate,derogation,"bla, trans",perturbation,8
nothate,none,none,perturbation,3
hate,derogation,bla,original,8
nothate,none,none,perturbation,8
hate,animosity,bla,original,8
nothate,none,none,perturbation,3
hate,animosity,trans,original,8
nothate,none,none,perturbation,17
hate,derogation,ref,original,16
nothate,none,none,perturbation,16
hate,unclear,notgiven,original,1
hate,derogation,gay.wom,original,8
hate,animosity,ref,original,16
hate,derogation,gendermin,original,8
nothate,none,none,perturbation,13
hate,derogation,bla,original,18
nothate,none,none,perturbation,10
hate,threatening,bla,original,8
nothate,none,none,perturbation,6
nothate,none,none,perturbation,3
hate,derogation,trans,original,8
nothate,none,none,original,3
nothate,none,none,perturbation,11
nothate,none,none,original,18
hate,derogation,"dis, immig",original,8
nothate,none,none,perturbation,17
hate,animosity,gendermin,original,8
nothate,none,none,perturbation,3
hate,derogation,bla,original,8
nothate,none,none,perturbation,7
nothate,none,none,original,18
hate,derogation,trans,perturbation,1
hate,unclear,notgiven,original,1
hate,derogation,"dis, asi.chin",original,8
nothate,none,none,perturbation,7
hate,derogation,"trans, wom, gay",original,8
nothate,none,none,perturbation,7
nothate,none,none,original,18
hate,derogation,wom,perturbation,18
nothate,none,none,original,18
hate,derogation,russian,perturbation,7
hate,derogation,ref,original,8
nothate,none,none,perturbation,13
hate,unclear,notgiven,original,1
nothate,none,none,original,18
hate,derogation,bla,perturbation,14
hate,derogation,ref,original,8
nothate,none,none,perturbation,1
nothate,none,none,original,18
hate,threatening,non.white,perturbation,17
hate,threatening,jew,original,16
nothate,none,none,perturbation,3
hate,derogation,gay,original,8
nothate,none,none,perturbation,1
hate,unclear,notgiven,original,16
nothate,none,none,perturbation,1
hate,derogation,gay,original,8
nothate,none,none,perturbation,11
hate,animosity,jew,original,8
nothate,none,none,original,18
hate,animosity,wom,perturbation,13
nothate,none,none,original,18
hate,derogation,bla,perturbation,11
nothate,none,none,perturbation,7
nothate,none,none,original,18
hate,unclear,notgiven,original,18
hate,unclear,notgiven,original,1
hate,derogation,wom,perturbation,9
hate,animosity,trans,original,16
nothate,none,none,perturbation,8
nothate,none,none,original,18
nothate,none,none,original,18
hate,derogation,jew,perturbation,9
nothate,none,none,perturbation,7
nothate,none,none,original,18
hate,support,jew,original,16
hate,dehumanization,jew,original,16
hate,unclear,notgiven,original,9
nothate,none,none,perturbation,1
hate,support,jew,original,16
nothate,none,none,perturbation,2
nothate,none,none,original,16
hate,support,jew,original,16
hate,support,jew,original,16
hate,support,jew,original,16
hate,threatening,jew,original,16
nothate,none,none,perturbation,3
hate,animosity,jew,original,16
hate,unclear,notgiven,original,16
nothate,none,none,perturbation,1
hate,support,jew,original,16
nothate,none,none,perturbation,1
hate,support,nazis,original,16
nothate,none,none,perturbation,3
hate,animosity,jew,original,16
nothate,none,none,perturbation,6
hate,threatening,jew,original,16
nothate,none,none,perturbation,3
hate,threatening,jew,original,16
hate,unclear,notgiven,original,9
nothate,none,none,perturbation,3
hate,support,jew,original,16
nothate,none,none,original,13
hate,animosity,wom,perturbation,9
nothate,none,none,original,13
hate,animosity,wom,perturbation,2
nothate,none,none,original,13
hate,animosity,notargetrecorded,perturbation,20
nothate,none,none,original,13
hate,derogation,indig,perturbation,6
hate,unclear,notgiven,original,1
nothate,none,none,original,13
hate,animosity,gay,perturbation,6
nothate,none,none,original,13
nothate,none,none,original,13
hate,derogation,immig,perturbation,7
nothate,none,none,original,13
hate,derogation,immig,perturbation,1
nothate,none,none,original,13
nothate,none,none,original,13
hate,derogation,wom,perturbation,7
hate,unclear,notgiven,original,9
nothate,none,none,original,13
hate,animosity,wom,perturbation,17
nothate,none,none,original,13
hate,derogation,mus.wom,perturbation,9
nothate,none,none,original,13
hate,derogation,trans,perturbation,20
nothate,none,none,original,13
hate,derogation,wom,perturbation,18
nothate,none,none,original,13
hate,derogation,bla,perturbation,8
hate,unclear,notgiven,original,1
nothate,none,none,original,13
hate,derogation,jew,perturbation,10
nothate,none,none,original,13
nothate,none,none,original,13
nothate,none,none,original,13
hate,derogation,wom,perturbation,9
nothate,none,none,original,13
hate,derogation,african,perturbation,3
nothate,none,none,original,13
hate,derogation,gay,perturbation,10
hate,unclear,notgiven,original,9
nothate,none,none,original,13
hate,derogation,mus.wom,perturbation,1
nothate,none,none,original,13
hate,threatening,trans,perturbation,3
nothate,none,none,original,13
hate,threatening,bla,perturbation,7
nothate,none,none,original,13
nothate,none,none,original,13
nothate,none,none,original,13
nothate,none,none,original,13
hate,unclear,notgiven,original,1
hate,animosity,bla,perturbation,11
nothate,none,none,original,13
hate,derogation,dis,perturbation,19
hate,animosity,hispanic,perturbation,3
nothate,none,none,original,13
nothate,none,none,original,13
hate,derogation,bla,perturbation,13
nothate,none,none,original,13
hate,derogation,wom,perturbation,8
nothate,none,none,original,13
hate,unclear,notgiven,original,1
hate,derogation,wom,perturbation,14
nothate,none,none,original,13
nothate,none,none,original,13
hate,derogation,gay,perturbation,10
nothate,none,none,original,13
hate,derogation,notargetrecorded,perturbation,9
hate,derogation,asi.east,perturbation,18
nothate,none,none,original,13
hate,derogation,wom,perturbation,7
nothate,none,none,original,13
nothate,none,none,original,18
hate,unclear,notgiven,original,18
hate,unclear,notgiven,original,1
hate,derogation,dis,perturbation,1
nothate,none,none,original,13
hate,derogation,"wom, gay.man",perturbation,1
nothate,none,none,perturbation,1
nothate,none,none,original,13
hate,derogation,wom,perturbation,16
nothate,none,none,perturbation,3
hate,derogation,wom,original,13
nothate,none,none,perturbation,2
nothate,none,none,perturbation,6
hate,unclear,notgiven,original,9
hate,animosity,gay,original,13
hate,animosity,wom,original,13
hate,animosity,wom,original,13
hate,derogation,wom,original,13
hate,derogation,wom,original,13
nothate,none,none,perturbation,6
hate,derogation,wom,original,13
nothate,none,none,perturbation,1
hate,derogation,"bla, asi.wom",original,13
nothate,none,none,perturbation,13
hate,unclear,notgiven,original,1
hate,derogation,"asi, asi.wom",original,13
nothate,none,none,perturbation,9
hate,derogation,"mixed.race, asi",original,13
nothate,none,none,perturbation,3
hate,derogation,dis,original,13
hate,derogation,dis,perturbation,9
hate,derogation,wom,original,13
nothate,none,none,perturbation,3
nothate,none,none,original,1
hate,derogation,bla,perturbation,8
hate,unclear,notgiven,original,1
nothate,none,none,original,1
hate,animosity,"immig, non.white",original,1
nothate,none,none,perturbation,7
nothate,none,none,original,1
hate,animosity,wom,original,2
nothate,none,none,original,1
hate,animosity,gendermin,perturbation,6
nothate,none,none,original,1
hate,derogation,gay,perturbation,10
hate,derogation,wom,original,2
hate,unclear,notgiven,original,1
nothate,none,none,perturbation,6
nothate,none,none,original,1
hate,derogation,gendermin,perturbation,10
hate,derogation,gay.wom,original,2
nothate,none,none,perturbation,6
nothate,none,none,original,1
hate,derogation,asi.pak,perturbation,18
nothate,none,none,original,1
hate,animosity,non.white,perturbation,13
nothate,none,none,original,1
hate,unclear,notgiven,original,16
hate,animosity,dis,perturbation,1
nothate,none,none,original,2
hate,derogation,asi.south,perturbation,11
nothate,none,none,original,1
hate,dehumanization,jew,perturbation,9
nothate,none,none,perturbation,7
nothate,none,none,original,1
hate,derogation,bla,perturbation,6
hate,animosity,non.white,perturbation,8
nothate,none,none,original,1
hate,unclear,notgiven,original,1
nothate,none,none,original,1
hate,derogation,"wom, gay",perturbation,6
hate,derogation,gay.wom,original,2
nothate,none,none,perturbation,20
nothate,none,none,original,1
hate,animosity,"hispanic, african",perturbation,17
hate,derogation,"trans, gay.wom",original,2
nothate,none,none,perturbation,16
hate,animosity,wom,original,13
nothate,none,none,perturbation,19
hate,unclear,notgiven,original,1
hate,derogation,trans,original,13
nothate,none,none,perturbation,6
hate,animosity,wom,original,13
hate,derogation,gay.wom,original,2
nothate,none,none,perturbation,17
hate,derogation,gay.wom,original,1
nothate,none,none,perturbation,8
hate,derogation,gay.man,original,13
nothate,none,none,perturbation,2
hate,derogation,mus,original,13
hate,unclear,notgiven,original,1
nothate,none,none,perturbation,7
hate,threatening,trans,original,13
hate,animosity,immig,original,13
nothate,none,none,perturbation,17
hate,derogation,gay.man,original,1
nothate,none,none,perturbation,14
hate,animosity,wom,original,13
nothate,none,none,perturbation,3
hate,derogation,wom,original,13
nothate,none,none,perturbation,20
hate,unclear,notgiven,original,16
hate,animosity,bla,original,2
nothate,none,none,perturbation,3
hate,derogation,wom,original,13
nothate,none,none,original,1
hate,derogation,wom,perturbation,18
hate,derogation,bla,original,2
nothate,none,none,perturbation,2
hate,derogation,"bla, trans, gay.man",original,1
nothate,none,none,perturbation,7
hate,derogation,bla,original,2
hate,unclear,notgiven,original,18
hate,unclear,notgiven,original,1
nothate,none,none,perturbation,7
nothate,none,none,original,1
hate,derogation,bla,perturbation,17
hate,animosity,for,original,2
nothate,none,none,perturbation,13
hate,derogation,trans,original,3
hate,derogation,"trans, gay.man",original,1
nothate,none,none,perturbation,1
hate,derogation,"bla, jew",original,2
nothate,none,none,perturbation,1
hate,unclear,notgiven,original,1
nothate,none,none,original,1
