index,tweet,implicit,explicit,target_groups,annotator_sentiment,abuse_level
16952,la mère de la terroriste arabe ahed tamimi explique à ses compatriotes colons-terroristes comment assassiner du jui… @url,0,1,3,2,1
14201,@user @user @user @user @user @user @user \u201cHalf breed mongoloid\u201d he\u2026 @URL,1,0,3,3,1
4158,fuck would raghead know british?nnsadiq khan claims there's 'nothing british' trustin @url,1,0,3,8,2
14913,je vais vous le refaire pour votre plaisir: toi prof gauchiste qui gagne une misere qui critique l'autorite quand @url,0,1,3,1,1
16435,@user c une mongol,0,1,3,1,1
16986,allez nique ta mère sale juif @url,0,1,3,7,1
3939,negro got sample deposition album!,1,0,3,7,1
3671,@user @user pretty sure called spic four times already,1,0,3,7,2
11310,Didn\u2019t even notice until a friend pointed out it said spic,1,0,3,2,4
17233,-un mongol @url,0,1,3,1,1
15624,tous les potes de clara ils m'appellent ton pote chinois mdr c ouf g pas l'impression de tant ressembler un noich que ca????,0,1,3,1,1
16938,tu es féministe? — bh j’defends les droits de la femme comme toute femme le fait mais y’a des trucs avec lesquels j… @url,0,1,3,2,1
15638,sasuke est bête mais naruto est attardé donc sasuke @url,0,1,3,2,1
16050,@user alors déjà oui pck t’mavais pris pour un mongol et de 2 crois pas j’ai oublié ton tweet ou t’as di… @url,0,1,3,2,1
16252,je partage souvent le travail de pierre estève que j'ai toujours adoré et qui mérite qu'on s'y attarde j'aime la f… @url,0,1,3,1,1
15400,je crois de souvenir qu'en 5 ans et demi de league je n'ai jamais vu un attardé mental aussi ravagé de vie c'es… @url,0,1,3,1,1
16986,allez nique ta mère sale juif @url,0,1,3,7,1
4325,got emoted newgen reaper retard,0,1,3,7,1
15025,feuilleton bêtisier (3)cohn bendit parlant de jlm un complotiste anti macronien normal vu sa formation trotzkiste… @url,0,1,3,3,1
17678,tant qu'@user prendra des migrants par bateaux entiers l'image de l'union européenne se ça : @url,0,1,3,1,1
11987,what the fuck would this raghead know about British?\n\nSadiq Khan claims there's 'NOTHING more BRITISH' than trustin\u2026 @URL,1,0,3,8,2
17804,Ça l’air sympa de pas être une sale arabe @url,0,1,3,1,1
5245,@user @user saying nigger fine said 2017 right? lmao,1,0,3,4,1
15150,france :jeudi prochain à la librairie résistances : « les naufragés. l’odyssée des migrants africains etienne du… @url,0,1,3,0,1
6148,call ching chong gay shit #artwork #china @url,1,0,3,3,1
17429,@user dis toi j'essaie de faire un meme de moi même je suis un attardé,0,1,3,6,1
16042,c'est peut-être un attardé mental ce type mais ce qu'il dit c'est à 200% vrai @url,0,1,3,3,1
15483,allemagne : les clans arabes font la loi....,0,1,3,2,1
9180,And she\u2019s from Africa ya know that place where \u201cshithole countries\u201d are located\ud83d\ude44\ud83d\ude44\ud83d\ude44\ud83d\ude44 @URL,1,0,3,7,2
17680,les blancs qui pensent être africainz parce qu'ils restent avec des renois vous voit comme ça ! #ridicule @url,0,1,3,4,1
12299,@user @user So hes a fellow spic?,1,0,3,7,1
16337,qu'on mette les chose au clair. non je ne suis pas con attardé débile ou je ne sais quoi. j'ai un niveau de cultu… @url,0,1,3,1,1
5076,go ahead fucking spic try break truck again!!!!,1,0,3,3,2
13729,@user Where's the option for \a complete faggot\ in the poll? Because that's my vote.,1,0,3,2,1
4090,yo album still trash faggot @url,1,0,3,2,1
15221,rt @user @user @user chaque jour il devient de plus en plus attarde,0,1,3,1,1
5076,go ahead fucking spic try break truck again!!!!,1,0,3,3,2
8400,@user bitch nigger im send paragraphs im sending gifs &amp; memes instead lol mad?,0,1,3,3,1
17132,c’est bien une gauchiste,0,1,3,7,1
8331,quentin tarantino studio greenlights every nigger put script. @url,1,0,3,3,3
15507,une fois une sud-africaine m'a lâché un mais t'es pas africaine dégage tlmt sale parce que j'ai dit l'être bc ou… @url,0,1,3,3,1
11230,'Sink or swim' is a common phrase in the streets of Nairobi. You have to work your a** off or go back to your country.,1,0,3,7,1
13802,@user @user @user Did he not call Nigerians other African countries \shithole\? Are u guys se\u2026 @URL,1,0,3,4,1
11310,Didn\u2019t even notice until a friend pointed out it said spic,1,0,3,2,4
15412,etes-vous d’accord avec bernard kouchner qui dit que « nous devrions prendre plus de migrants » @url,0,1,3,2,1
11310,Didn\u2019t even notice until a friend pointed out it said spic,1,0,3,2,4
17649,je sais même pas comment peut garder une de self-control devant un mongol pareil. arrêtez de vous plaindre… @url,0,1,3,1,1
5683,@user member negro delegation hurt sickened loss,1,0,3,8,1
11310,Didn\u2019t even notice until a friend pointed out it said spic,1,0,3,2,4
15935,t'es pour ou contre l'avortement ? - pierre — je vois difficilement comment peut être pour ou contre une réalité… @url,0,1,3,2,1
17356,les renois déjà je vous aime trop ensuite jsp c’est vraiment au feeling @url,0,1,3,1,1
16980,je suppose manif que vous êtes contre l'avortement ? @url,0,1,3,0,1
15556,*mongol,0,1,3,1,1
8981,@user tweet ching chong,1,0,3,3,3
6277,@user shut ching chong.,1,0,3,1,1
17360,l'alcool tue davantage que le sida la tuberculose et la violence réunis @url,0,1,3,1,1
10737,The faggot scene in Grand Budapest Hotel is probably the hardest I've laughed at a movie,1,0,3,2,1
3921,@user yeah negro,1,0,3,2,1
14820,@url - dans ce genre le rap mongol vaut le détour ! @url,0,1,3,1,1
16118,qui utilise le mot « azrenik » pr dire qqn d’embêtant chiant mes rebeus?,0,1,3,2,1
16513,22 migrants dont des sénégalais arrêtés dans un bus en direction de la gare de lyon-perrache -… @url,0,1,3,1,1
15397,j'étais prêt le traiter de sale arabe ah...,0,1,3,1,1
17443,: [l'africain d'algérie est souvent raciste sur twitter.,0,1,3,2,1
17428,intello mongol pouilleux crasseux lesbienne les insultes des ados etc....,0,1,3,1,1
16456,j’taf lycee les ptits renois quand ils se moquent des perruques des renoi j’essaye de leur mettre des rapports… @url,0,1,3,7,1
16952,la mère de la terroriste arabe ahed tamimi explique à ses compatriotes colons-terroristes comment assassiner du jui… @url,0,1,3,2,1
17531,s'imaginer que l'#africain vient en #europe n'est qu'un pur fantasme étant donné que 90% des #migrants africains re… @url,0,1,3,1,1
15441,@user dit le gauchiste. quand reçoit des menaces de l extrême gauche et voit les millions de dégâts et les… @url,0,1,3,0,1
17034,quel mongol ce grosjean,0,1,3,1,1
16178,rt @user c'est tres classique qu'apres une periode gauchiste un redressement s'effectue d'autant plus violent que la periode gauchi,0,1,3,1,1
17418,l'afrique est sous-développé,0,1,3,6,1
13961,@user @user The new international negro edition,1,0,3,3,1
16065,l'alcool sur les arabes @url,0,1,3,2,1
15118,Ça fait 5 ans que je suis dans cette fausse à purin remplie de sjw mal baiser de bobo gauchiste ethno-masochiste d'… @url,0,1,3,1,1
8466,im gay .1890's gay 1990's gay.i hate filthy faggot queersni love jewsthe jews maccabean era ihate @url,1,0,3,7,1
11468,\Get an AIDS test Thompson cus' your wife's a dude faggot!\ - Mr. Garrison #SouthPark,1,0,3,4,1
3743,@user nigger,0,1,3,4,1
16793,la chasse aux justes passait déjà par le harcèlement juridique: perte de temps; perte d'énergie; perte d'argent pou… @url,0,1,3,0,1
16581,attention ce n'est pas un media gauchiste qui ecrit....nn je ne pense pas m'avancer beaucoup en disant que la fam @url,0,1,3,0,1
17461,alors qui fait pire que moi pour aller manger à la cantine ce soir j’ai mis une basket et une bottine sans m’en ren… @url,0,1,3,1,1
16482,benjamin il voulu m'insulter il m'a sorti putain de communiste de gauchiste de merde nnmais c'est pas une insulte puisque c'est vrai ??,0,1,3,1,1
16793,la chasse aux justes passait déjà par le harcèlement juridique: perte de temps; perte d'énergie; perte d'argent pou… @url,0,1,3,0,1
10222,Reed is... (heavy and old negro gospel sigh),1,0,3,2,1
14124,@user negro besho,0,1,3,4,1
16423,c'est bien connu que l'esprit critique est valorisé dans les pays arabes/musulmans @url,0,1,3,1,1
13189,@user wait a second this isn't ching chong,1,0,3,3,3
15740,ce qui dégoute le+c'est que l'on nous emmerde avec les migrantsles demandeurs de papiers clandestins(qui vivent… @url,0,1,3,3,1
17092,ton squad de négros et rebeus fragiles au pissotoire chacun regarde le zizi de l'autre,0,1,3,2,1
15682,tte façon les meufs qui s'attarde sur le physique elle besoin d'allée en gériatrie voir les couples pour prend… @url,0,1,3,6,1
5437,nigger behind boats directing imagine that.,1,0,3,2,1
6153,@user talkin likes negro big niggas chicken waffles lives least fam,1,0,3,6,1
15441,@user dit le gauchiste. quand reçoit des menaces de l extrême gauche et voit les millions de dégâts et les… @url,0,1,3,0,1
5869,lol...got negro ass right outta @url,0,1,3,3,1
17240,@user comme quoi c'est bien un gauchiste de la pire espèce.,0,1,3,2,1
15364,info - #nduta (#tanzanie) : des réfugiés burundais spoliés de leurs biens et effets @url #burundicrisis #burundi,0,1,3,2,1
3921,@user yeah negro,1,0,3,2,1
16525,@user bah nn mais des rebeux qu’ont une haine envers les renois yen bcp + que les renois jtrouve,0,1,3,4,1
17614,l'aquarius cherche un port pour accoster avec 11 migrants libyens @url via @user,0,1,3,1,1
15346,rt @user @user @user cassons la gueule au gauchiste faisons leur comprendre qu'en jouant avec nos vies ils,0,1,3,2,1
8605,@user dez....... go nigger somewhere else,1,0,3,4,1
3743,@user nigger,0,1,3,4,1
16642,rt @user @user nous sommes ici en plein delire de la raclure gauchiste super tare et totalement tordu qui ne comprend rien,0,1,3,6,1
13031,So we we\u2019re eating at mcdo and i saw dis damn chinese woman i shouted inside \u201cching chong\u201d but shes very qt starrin\u2026 @URL,0,1,3,4,1
11956,Daily dose of ching chong ling longs @URL,1,0,3,8,1
16980,je suppose manif que vous êtes contre l'avortement ? @url,0,1,3,0,1
9968,Because America is a shithole country @URL,1,0,3,7,1
17818,les renois: c’est quoi être à l’heure ?    les autres dites rien,0,1,3,1,1
17410,les rebeus qui se sappent comme ça c'est quoi au juste votre projet parce que je pige vraiment pas.... @url,0,1,3,1,1
8042,@user ching chong bing bong bring dog kitchen,1,0,3,6,1
17429,@user dis toi j'essaie de faire un meme de moi même je suis un attardé,0,1,3,6,1
15058,bon je suis à un mariage y’a un renois juste assis en face de moi avec lunette de soleil oklm à 21h48,0,1,3,2,1
16642,rt @user @user nous sommes ici en plein delire de la raclure gauchiste super tare et totalement tordu qui ne comprend rien,0,1,3,6,1
15160,bref il est jamais trop tard pour tomber amoureux de moi à ce stade j’accepte tout le monde mais surtout les renois… @url,0,1,3,2,1
17119,Ça m’fume sur plato les gars renois que ils veulent tuer h24 c’est un délire,0,1,3,1,1
5107,@user youre posting statistics way back 2013 cant see america getting immigrants @url,1,0,3,6,2
17410,les rebeus qui se sappent comme ça c'est quoi au juste votre projet parce que je pige vraiment pas.... @url,0,1,3,1,1
14721,c'est france inter sur papier repère gauchiste,0,1,3,3,1
16337,qu'on mette les chose au clair. non je ne suis pas con attardé débile ou je ne sais quoi. j'ai un niveau de cultu… @url,0,1,3,1,1
12938,the best nigger rolf meme @URL,1,0,3,4,3
16553,@user allume le chauffage sale juif,0,1,3,1,1
17248,il n'y pas d'islamisation de la france.,0,1,3,3,1
11956,Daily dose of ching chong ling longs @URL,1,0,3,8,1
16529,qui veux un attardé dans son équipe @url,0,1,3,7,1
16062,@user dans la violence masta,0,1,3,2,1
15221,rt @user @user @user chaque jour il devient de plus en plus attarde,0,1,3,1,1
15393,toi crois pas ta oublier quand t'insulte les arabes sombres harki et ta craquer ta désactiver @url,0,1,3,2,1
4768,@user farsiwanis go back country iran,0,1,3,4,1
11507,@user @user You\u2019re a 5ft tunnel rat jungle gook shrimp dick broken english irl anime lookin chinaman,1,0,3,7,1
13410,Call me a dirty spic and shove a nail in my toenail plz @URL,1,0,3,2,1
6569,america shithole country @url,1,0,3,7,1
2335,جبت البطاقه وبقيت اتحسب فرد منك يا دوله ، خلاص هندوس ع خلق الله,0,1,3,2,1
9500,@user You’re posting statistics all the way back to 2013 and I can’t see America getting more immigrants… @URL,1,0,3,6,2
13614,@user @user Boy Og that was kb faggot ass,0,1,3,8,2
16513,22 migrants dont des sénégalais arrêtés dans un bus en direction de la gare de lyon-perrache -… @url,0,1,3,1,1
6146,@user @user gonna great chinaman.,0,1,3,2,1
16238,rt @user meilleur que thiago messi voila c'est terminenc'est un crack le meilleur attarde du siecle c'est bien lui il est sur le,0,1,3,2,1
17070,recommence frere tas aucun argument jusqu’à t’invente asy ftg toujours le meme refrain sur les cheveux les rebeus v… @url,0,1,3,1,1
13354,@user @user back of the battle bus nigger,1,0,3,4,1
16877,@user contre l’avortement c’est pire que contre la transexualité je trouve,0,1,3,5,1
16632,le militant d'extrême gauche cédric #herrou affirmé exactement que le terrorisme ne vient… @url,0,1,3,1,1
17852,toutes les femmes qui sont contre l'avortement j'espère que vous allez tomber enceinte sous pillule avec préservatif.,0,1,3,1,1
15892,@user cette technique est reservée que aux parents rebeus,0,1,3,1,1
14524,@user I remember the days of being called a wetback and a spick because I spoke spanish... the good ole days lol,1,0,3,2,1
17104,@user comment débattre entre gauchiste sans aucune contradiction,0,1,3,7,1
14789,inviter des arabes et des noirs sur un plateau télé c’est p…,0,1,3,6,1
4011,@user @user @user mooooooom! immigrants broke laaaaaawwww,1,0,3,7,1
15901,je commence à m’intéresser aux rebeus jsais pas se qui spasse la,0,1,3,1,1
17233,-un mongol @url,0,1,3,1,1
13248,Uavaihvdisnbsjshsksusbs Latino gang gang -the spic from I like it like that,1,0,3,1,1
14715,rt @user y'a une meuf dans classe elle se pleins du racisme envers les arabes mais taleur elle traiter un asiatique de ching cho,0,1,3,0,1
17080,les arabes presque réussis à vous faire croire que dans le coca il de la cocaine et que israël faisait un complot avec cette boisson,0,1,3,2,1
4090,yo album still trash faggot @url,1,0,3,2,1
14666,glik tu es un gros mongol,0,1,3,0,1
12445,i\u2019m not dead but i\u2019m haunting the faggot,1,0,3,2,1
9035,Come serve me faggots. My messages are open. Looking for a new faggot to fill a space in my wallet. #findom @URL,1,0,3,7,1
16522,rt @user @user @user @user un gauchiste ... donc un genie,0,1,3,2,1
16497,@user ce qui est dingue c'est que le terrorisme intellectuel qui sous-tend cette vaguelette de prot… @url,0,1,3,1,1
10737,The faggot scene in Grand Budapest Hotel is probably the hardest I've laughed at a movie,1,0,3,2,1
16564,c'est définitif @user est un attardé mental. le mec il sait même pas écrire sa ville. repart vite à l'école… @url,0,1,3,1,1
16042,c'est peut-être un attardé mental ce type mais ce qu'il dit c'est à 200% vrai @url,0,1,3,3,1
15940,cali ce con insupportable qui fait tjrs des esclandres sur les plateaux télé est gauchiste jusqu'au bout des d… @url,0,1,3,2,1
17574,si meunier c’était pas un attardé mental ça ferai 0-2,0,1,3,1,1
17180,«l’antisémitisme est une expression (...) de la part malade de l’âme humaine. il canalise sur une communauté partic… @url,0,1,3,0,1
17240,@user comme quoi c'est bien un gauchiste de la pire espèce.,0,1,3,2,1
6146,@user @user gonna great chinaman.,0,1,3,2,1
17308,le calvaire des migrants africains dans l’indifférence des dirigeants noirs !,0,1,3,4,1
9968,Because America is a shithole country @URL,1,0,3,7,1
10222,Reed is... (heavy and old negro gospel sigh),1,0,3,2,1
16386,avant la prison le point commun entre les terroristes c’est l’islam.,0,1,3,4,1
8437,encountered words ching chong &amp; massieren presumably coz bunch asians.. non asia @url,1,0,3,6,3
16482,benjamin il voulu m'insulter il m'a sorti putain de communiste de gauchiste de merde nnmais c'est pas une insulte puisque c'est vrai ??,0,1,3,1,1
17449,c'est marrant c'est toujours les ménopausées et les hommes contre l'avortement @url,0,1,3,1,1
15556,*mongol,0,1,3,1,1
17409,l'attardé de moroni,0,1,3,1,1
16635,des mongol #playstationpgw @url,0,1,3,2,1
17003,je viens d’essayer de le faire avec mes lunettes et je louchais comme un mongol @url,0,1,3,1,1
17024,s'ensuit une autre tradition : le racket en réunion avec violence de la touriste par ces mêmes #shikas #senbei… @url,0,1,3,1,1
17574,si meunier c’était pas un attardé mental ça ferai 0-2,0,1,3,1,1
13189,@user wait a second this isn't ching chong,1,0,3,3,3
17307,bon les chauffeurs rebeus faut arrêter de conduire des bus vous faites tourner des têtes @url,0,1,3,1,1
8679,@user looks like faggot,0,1,3,8,1
17792,@user elle commence sérieusement à nous gonfler cette blackos stupide et inculte à u qi d'huître...,0,1,3,1,1
5707,@user @user absolutely! belong originated raghead arab middle eastern natio @url,1,0,3,4,1
2335,جبت البطاقه وبقيت اتحسب فرد منك يا دوله ، خلاص هندوس ع خلق الله,0,1,3,2,1
16267,@user bah s'ils disent qu'ils ne sont pas français ce sont donc des migrants ? il faut donc les expulser !,0,1,3,2,1
16513,22 migrants dont des sénégalais arrêtés dans un bus en direction de la gare de lyon-perrache -… @url,0,1,3,1,1
17231,le revers de la medaille dommage c'est pas un renois qui la goumer @url,0,1,3,3,1
7994,@user @user boy og kb faggot ass,0,1,3,8,2
16513,22 migrants dont des sénégalais arrêtés dans un bus en direction de la gare de lyon-perrache -… @url,0,1,3,1,1
16776,@user aller aller sale arabe y’a aucune générosité avec vous salut.,0,1,3,1,1
16561,très content du non probable de la #nouvellecalédonie. c'est un territoire qui mérite que l'on s'y attarde un peu p… @url,0,1,3,6,1
15957,un blanc qui tire sur des juifs c'est un fou. un arabe qui fait la même chose c'est un terroriste.,0,1,3,1,1
16928,au nom d'allah c'est le même tweet sur les renoies ça fait scandale ! et sah évoluez sur twitter avec vos préjugés… @url,0,1,3,1,1
15441,@user dit le gauchiste. quand reçoit des menaces de l extrême gauche et voit les millions de dégâts et les… @url,0,1,3,0,1
15988,une école vandalisée à marseille : @url #marseille #ecole #violence,0,1,3,3,1
16462,nana akufo-addo: stop : la vente aux enchères comme esclaves des migrants africains en lybie - signez la pétition … @url,0,1,3,1,1
16143,@user de base je voulais tinsulter d'attardé,0,1,3,3,1
16196,jsuis en larmes c qui cet attardé mental @url,0,1,3,1,1
15244,je suis tellement contente que smythe davis ait sortit la mongol dorjsuren alors que là aussi elle est pas aidée pa… @url,0,1,3,1,1
14637,@user why do you tweet ching chong,1,0,3,3,3
3840,@user @user back battle bus nigger,1,0,3,4,1
16694,ça aurait été moi avec la sale gueule d’arabe il m’aurait mis une giga amende c injuste @url,0,1,3,1,1
17041,les rebeus qui achètent fifa 19 avec les bourses vous voit. @url,0,1,3,2,1
8761,@user remember days called wetback spick spoke spanish... good ole days lol,1,0,3,2,1
17248,il n'y pas d'islamisation de la france.,0,1,3,3,1
8042,@user ching chong bing bong bring dog kitchen,1,0,3,6,1
12754,@user Devon is one of the most spergy of spergs. Didn't this faggot threaten to dox a 14 year old kid bec\u2026 @URL,1,0,3,7,1
9478,This negro got a sample of his deposition on this album!,1,0,3,7,1
15620,les rebeus avec des pp messi et death note ça parle de vous les puces @url,0,1,3,2,1
6277,@user shut ching chong.,1,0,3,1,1
9478,This negro got a sample of his deposition on this album!,1,0,3,7,1
17187,imaginez seulement si ses enfants préfèrent sortir avec des renois reubeu ou asiat @url,0,1,3,2,1
16267,@user bah s'ils disent qu'ils ne sont pas français ce sont donc des migrants ? il faut donc les expulser !,0,1,3,2,1
16561,très content du non probable de la #nouvellecalédonie. c'est un territoire qui mérite que l'on s'y attarde un peu p… @url,0,1,3,6,1
16261,sale raciste t’es pas une vraie rebeu toi t’es dans la mm case que « jean françois patriote_38 » qui jette des sau… @url,0,1,3,1,1
10919,@user @user Saying nigger is fine because it was said in 2017 right? LMAO,1,0,3,4,1
4158,fuck would raghead know british?nnsadiq khan claims there's 'nothing british' trustin @url,1,0,3,8,2
16177,#franceculture c'est un plouc votre réalisateur faucon. d'une platitude déconcertante son scénario gauchiste ringard déjà vu 1000 fois.,0,1,3,3,1
14804,non mais c'est quoi ce mongol macron il vit dans quel monde,0,1,3,1,1
12289,@user ok i cant fucking understand what ur saying i dont speak ching chong,1,0,3,2,1
17333,la vraie france c'est celle d'avant #giscard donc avant l'invasion musulmane et africaine.,0,1,3,1,1
16852,@user bon votre video montre un mec par terre ou vous voyez une violence policière il le dégage du b… @url,0,1,3,1,1
4923,mom called aids infested faggot moved on! @url,1,0,3,1,1
8054,@user we're ching chong brothers,1,0,3,4,2
13638,@user ching chong bing bong bring dog to my kitchen,1,0,3,6,1
17758,le président mongol khaltmaagiyn battulga entame une visite de travail en azerbaïdjan @url @url,0,1,3,1,1
14197,@user Well China does get itself wrecked by mongols while Japan repel the mongol assault (twice) so China\u2026 @URL,0,1,3,3,1
13729,@user Where's the option for \a complete faggot\ in the poll? Because that's my vote.,1,0,3,2,1
15393,toi crois pas ta oublier quand t'insulte les arabes sombres harki et ta craquer ta désactiver @url,0,1,3,2,1
17487,la carte de crédit accordée aux migrants... va à l'encontre des règles d'utilisation de fb !!!,0,1,3,1,1
17586,les réfugiés rohingyas prient dans le camp de réfugiés de kutupalong au bangladesh. @url,0,1,3,3,1
16408,les meufs (rebeu et renois) vs êtes déjà sorti avec un blanc ?,0,1,3,1,1
10919,@user @user Saying nigger is fine because it was said in 2017 right? LMAO,1,0,3,4,1
10919,@user @user Saying nigger is fine because it was said in 2017 right? LMAO,1,0,3,4,1
17410,les rebeus qui se sappent comme ça c'est quoi au juste votre projet parce que je pige vraiment pas.... @url,0,1,3,1,1
6148,call ching chong gay shit #artwork #china @url,1,0,3,3,1
17410,les rebeus qui se sappent comme ça c'est quoi au juste votre projet parce que je pige vraiment pas.... @url,0,1,3,1,1
15118,Ça fait 5 ans que je suis dans cette fausse à purin remplie de sjw mal baiser de bobo gauchiste ethno-masochiste d'… @url,0,1,3,1,1
13031,So we we\u2019re eating at mcdo and i saw dis damn chinese woman i shouted inside \u201cching chong\u201d but shes very qt starrin\u2026 @URL,0,1,3,4,1
8331,quentin tarantino studio greenlights every nigger put script. @url,1,0,3,3,3
17111,@url @url @url tu dit de la merde putain de gauchiste @url,0,1,3,3,1
14804,non mais c'est quoi ce mongol macron il vit dans quel monde,0,1,3,1,1
17537,un patriote pourrait mourir pour ses idees un gauchiste pourrait vous faire mourir pour les siennes . @url,0,1,3,1,1
6277,@user shut ching chong.,1,0,3,1,1
17470,le mec qu’a lancé l’idée de la purge c’est vraiment le mongol de l’année tout ça pour 400rt ...,0,1,3,2,1
4325,got emoted newgen reaper retard,0,1,3,7,1
11310,Didn\u2019t even notice until a friend pointed out it said spic,1,0,3,2,4
14315,This guy wants to eat fat dicks. Go figure. Dont jump in my mentions cause your faggot ass is butt hurt we lost. @URL,1,0,3,2,4
16178,rt @user c'est tres classique qu'apres une periode gauchiste un redressement s'effectue d'autant plus violent que la periode gauchi,0,1,3,1,1
17716,tu serai pas raciste ? — du tout sans les rebeus et renois sfais chier @url,0,1,3,2,2
15483,allemagne : les clans arabes font la loi....,0,1,3,2,1
17253,@user bah mon vieux tu veux que j'envoie du nique ta mère à tout va sur twitter et de la trap de mongol pou… @url,0,1,3,0,1
17312,la ministre des armées florence parly s’est entretenue avec les forces françaises aux Émirats arabes unis sur la ba… @url,0,1,3,1,1
14315,This guy wants to eat fat dicks. Go figure. Dont jump in my mentions cause your faggot ass is butt hurt we lost. @URL,1,0,3,2,4
6146,@user @user gonna great chinaman.,0,1,3,2,1
17429,@user dis toi j'essaie de faire un meme de moi même je suis un attardé,0,1,3,6,1
10543,And he wouldn\u2019t be calling me a faggot and talking about \u201cthere\u2019s a difference between gays and faggots gay guys l\u2026 @URL,1,0,3,8,1
17804,Ça l’air sympa de pas être une sale arabe @url,0,1,3,1,1
17253,@user bah mon vieux tu veux que j'envoie du nique ta mère à tout va sur twitter et de la trap de mongol pou… @url,0,1,3,0,1
17426,souhaitons que les américains enlèvent du pouvoir à ce mongol,0,1,3,3,1
16178,rt @user c'est tres classique qu'apres une periode gauchiste un redressement s'effectue d'autant plus violent que la periode gauchi,0,1,3,1,1
15842,@user bah j’suis pas petite et je fais moins de 1m80 mongol j’suis pas « naine »,0,1,3,6,1
15074,que blacks que blancs rebeus,0,1,3,1,1
9180,And she\u2019s from Africa ya know that place where \u201cshithole countries\u201d are located\ud83d\ude44\ud83d\ude44\ud83d\ude44\ud83d\ude44 @URL,1,0,3,7,2
16525,@user bah nn mais des rebeux qu’ont une haine envers les renois yen bcp + que les renois jtrouve,0,1,3,4,1
4011,@user @user @user mooooooom! immigrants broke laaaaaawwww,1,0,3,7,1
3840,@user @user back battle bus nigger,1,0,3,4,1
12230,the mom should\u2019ve just called him an aids infested faggot and moved on! @URL,1,0,3,1,1
16576,quand la steppe est trop grande c'est le vent qui porte les nouvelles  proverbe mongol daté d'avant twitter....,0,1,3,2,1
16852,@user bon votre video montre un mec par terre ou vous voyez une violence policière il le dégage du b… @url,0,1,3,1,1
11956,Daily dose of ching chong ling longs @URL,1,0,3,8,1
16252,je partage souvent le travail de pierre estève que j'ai toujours adoré et qui mérite qu'on s'y attarde j'aime la f… @url,0,1,3,1,1
17169,tu kiff les rebeus toi ? —  @url,0,1,3,7,1
14410,@user dez....... go be a nigger somewhere else,1,0,3,4,1
16382,@user c’est pas que les renois elle parle mal wllh elle met tt le monde dans le mm sac j’aime pas surtt que y’… @url,0,1,3,6,1
15412,etes-vous d’accord avec bernard kouchner qui dit que « nous devrions prendre plus de migrants » @url,0,1,3,2,1
16952,la mère de la terroriste arabe ahed tamimi explique à ses compatriotes colons-terroristes comment assassiner du jui… @url,0,1,3,2,1
15301,@user de meklat à badroudine : quand les #inrocks soutiennent l'antisémitisme islamiste gauchiste et bien-pen… @url,0,1,3,2,1
17416,@user ah oui. c’est un jeunot qui distribue les diplômes de « bon gauchiste ». bon sang twitter est un repère de gens bizarres...,0,1,3,1,1
14887,kabyle et renois @url,0,1,3,1,1
4325,got emoted newgen reaper retard,0,1,3,7,1
14315,This guy wants to eat fat dicks. Go figure. Dont jump in my mentions cause your faggot ass is butt hurt we lost. @URL,1,0,3,2,4
13096,I call this ching chong gay shit #artwork #China @URL,1,0,3,3,1
15901,je commence à m’intéresser aux rebeus jsais pas se qui spasse la,0,1,3,1,1
14315,This guy wants to eat fat dicks. Go figure. Dont jump in my mentions cause your faggot ass is butt hurt we lost. @URL,1,0,3,2,4
6569,america shithole country @url,1,0,3,7,1
16529,qui veux un attardé dans son équipe @url,0,1,3,7,1
16612,Ça arrange l'ue de faire venir ces jeunes migrants pour en faire de la main d'oeuvre pas chère. c'est de l'esclavag… @url,0,1,3,1,1
14721,c'est france inter sur papier repère gauchiste,0,1,3,3,1
12445,i\u2019m not dead but i\u2019m haunting the faggot,1,0,3,2,1
17253,@user bah mon vieux tu veux que j'envoie du nique ta mère à tout va sur twitter et de la trap de mongol pou… @url,0,1,3,0,1
10222,Reed is... (heavy and old negro gospel sigh),1,0,3,2,1
11648,being a tribal an indian and a mongoloid at the same time is facing racism from three fronts. and let me get this\u2026 @URL,1,0,3,2,1
15682,tte façon les meufs qui s'attarde sur le physique elle besoin d'allée en gériatrie voir les couples pour prend… @url,0,1,3,6,1
17312,la ministre des armées florence parly s’est entretenue avec les forces françaises aux Émirats arabes unis sur la ba… @url,0,1,3,1,1
16200,l’arbitre est un attardé mental,0,1,3,0,1
16118,qui utilise le mot « azrenik » pr dire qqn d’embêtant chiant mes rebeus?,0,1,3,2,1
16310,@user comme propagande gauchiste et dictaturielle vous faites fort,0,1,3,1,1
16137,j’aime trop la couleur que j’ai faite à mes cheveux j’ai l’impression qu’on s’attarde moins sur gueule ça rattrape le coup,0,1,3,7,1
8437,encountered words ching chong &amp; massieren presumably coz bunch asians.. non asia @url,1,0,3,6,3
13903,@user Bitch nigger I’m not about to send you paragraphs so I’m sending you gifs &amp; memes instead lol mad?,0,1,3,3,1
4046,call dirty spic shove nail toenail plz @url,1,0,3,2,1
15842,@user bah j’suis pas petite et je fais moins de 1m80 mongol j’suis pas « naine »,0,1,3,6,1
16576,quand la steppe est trop grande c'est le vent qui porte les nouvelles  proverbe mongol daté d'avant twitter....,0,1,3,2,1
16904,sale juif... @url,0,1,3,1,1
6146,@user @user gonna great chinaman.,0,1,3,2,1
