tweet,shock_annotator_sentiment,anger_annotator_sentiment,confusion_annotator_sentiment,sadness_annotator_sentiment,indifference_annotator_sentiment,disgust_annotator_sentiment,fear_annotator_sentiment,implicit,explicit,Abusive,Not Abusive,Very Abusive,Very Strongly Abusive,target_groups,tweet_length,special_characters
know complete fucking twat people work retail take years life?,0,0,1,0,1,0,0,1,0,1,1,0,0,0,10,False
playing lol jk im faggot,0,1,1,1,1,1,0,1,0,1,0,0,0,1,5,False
someone tell people get making lies people ? fuckin mongy ask,1,1,1,1,0,1,0,1,0,1,0,0,0,1,10,False
@user cunt 28 years old hit meth mid match sounds like perfect life aye,1,1,1,1,0,1,0,1,0,1,0,0,0,1,14,False
@user i\'m retarded,1,1,1,1,0,1,0,1,0,1,0,0,0,1,4,False
@user retard strength,1,1,1,1,0,1,0,1,0,0,1,0,0,1,3,False
@user long retard ,1,1,1,1,0,1,0,1,0,1,0,0,0,1,3,False
@user @user @user also kennewick man washington state. time period. definitely mongoloid.,1,1,1,1,0,1,0,1,0,1,0,0,0,1,12,False
@user @user tattie howker though. aw soup taker patter absolutely tragic.,1,1,1,1,0,1,0,1,0,1,1,0,0,0,11,False
yesterday kfc first time let tell you. straight die giving spicy f @url,1,1,1,1,0,1,0,1,0,0,1,0,0,1,13,False
retarded dad daughter framed prosecutor whose child accidentally killed cold winter @url,1,1,0,0,0,0,0,1,0,0,0,1,0,1,12,False
@user good,0,0,0,1,1,0,0,1,0,0,1,0,0,0,2,False
brisbane roar fucking score cunt,0,0,0,1,1,0,0,1,0,0,1,0,0,1,5,False
worthy negro spiritual #carterv @url,1,1,1,1,0,1,0,1,0,1,0,0,0,1,5,False
@user can\'t believe twat 70s facing criticism heinous actions first time life,0,0,0,0,1,0,1,1,0,1,0,0,0,1,13,False
@user @user i\'m indian feel retarded decision. total bull. character put india map.,0,1,0,1,0,0,0,1,0,1,0,0,0,1,14,False
@user dont tell smart manager becoming mongoloid start banning people subs one @url,0,1,0,1,0,0,0,0,1,0,0,0,1,1,13,False
@user @user @user breh chillll ever south before? dont use slang negro? io @url,0,1,0,1,0,0,0,1,0,0,1,0,0,2,14,False
@user @user @user da boss\' da fucking cunt like. mean world relevan @url,0,1,0,1,0,0,0,1,0,1,0,1,0,1,13,False
let native canadians legal immigrants use resources first. @url,0,1,0,1,0,0,0,1,0,0,1,0,0,1,9,False
intellectual terrorism @url,0,1,0,0,1,0,0,1,0,1,0,0,0,0,3,False
dnd headcannons:n1: elvish sounds like frenchn2: orcish warbands work like mongol raidsn3: wood elves high elve @url,0,1,0,0,1,0,0,1,0,0,1,0,0,1,18,False
say balkans homophobic love faggot anthem @url,0,0,0,1,0,1,0,1,0,1,0,0,0,2,7,False
retarded centrism makes you. can\'t imagine able differentiate something like dis @url,0,0,0,1,0,1,0,1,0,1,0,0,0,1,13,False
@user people retarded ordy man,0,0,0,1,0,1,0,1,0,1,0,1,0,1,5,False
@user taxes pay clear air mongoloid trees free,1,1,1,0,1,1,0,1,0,1,0,0,0,1,8,False
oh shit found another mongol themed folk metal band.ntime add collectionn@url,0,0,0,1,0,1,0,1,0,0,1,0,0,1,13,False
@user leftist scumbags real clowns. meanwhile jihadi commits real act terrorism @url,1,0,1,1,0,1,1,1,0,1,0,0,0,0,12,False
@user @user already stuck daca. enough animals shithole countries al @url,1,0,1,1,0,1,1,1,0,1,0,0,0,1,11,False
men becoming nurses? @url @user @user @user @user @user,0,1,0,0,1,0,0,1,0,1,0,0,0,0,9,False
@user complete cunt,0,1,0,0,1,0,0,1,0,0,0,1,0,1,3,False
@user @user @user say immigrants really mean illegal aliens? @url,1,1,0,0,0,0,0,1,0,1,0,1,0,1,10,False
busy suspending people say faggot n word fat shame @url,0,1,0,0,0,1,0,1,0,1,0,0,0,2,10,False
nah fr fr keep nigger bench,1,1,0,0,0,0,0,1,0,0,1,0,0,1,6,False
@user got negro,0,1,1,0,1,1,1,1,0,1,0,0,0,2,3,False
@user gn cunt xxxx,0,1,0,0,0,1,0,1,0,1,0,0,0,0,4,False
bitch straight slow bought multiple bottles faggot ass thinks malibu drink choice @url,0,1,1,1,1,1,0,1,0,1,0,1,1,1,13,False
english ill force classmates listen cant say ching chong music @url,0,1,0,0,0,1,0,1,0,1,0,0,0,2,11,False
dinner rolls underrated mongoloid disagree,1,1,0,0,0,0,0,1,0,1,0,0,0,1,5,False
like .... remember nothing us retarded ,0,1,0,0,0,1,0,1,0,0,1,0,0,0,5,False
@user waiting called nigger work....so go hr payout @url,1,0,0,0,0,0,1,0,1,0,1,0,0,1,10,False
@user @user told ching chong face? have.nhave someone come @url,0,0,0,0,1,1,0,1,0,1,1,0,0,1,11,False
let\'s face footie fans know @user knows he\'s cunt often speaks reaction....nnhoweve @url,0,0,0,0,1,1,0,1,0,0,1,0,0,1,16,False
worst thing trump supporter say isni\'m faggotni\'m spicni\'m niggernthen i\'m proud @url,0,1,1,1,1,1,0,1,0,0,1,0,0,1,16,False
homie broke wrist id jack tf dad raised gentleman faggot,0,1,1,1,1,1,0,1,0,1,0,0,0,1,10,False
@user really one kys faggot kids huh,0,1,1,1,1,1,0,0,1,1,0,0,0,2,7,False
girl thinks fucking faggot. @url,0,1,1,1,1,1,0,1,0,1,0,0,0,1,5,False
@user let keep look like retard lmao,0,1,1,1,1,1,0,1,0,0,0,1,0,2,7,False
come #congleton name shame little twat headbutting kicking elderly men women @user toda @url,0,0,0,1,0,0,1,1,0,1,0,0,0,1,14,False
@user @user yes.. start setting presidents shithole countries fix let us @url,0,1,1,1,1,1,0,1,0,1,0,0,0,1,12,False
@user @user ching chong music ,0,1,1,1,1,1,0,1,0,1,0,1,0,2,5,False
driving got ring stuck hair sat like retard trying change gears ripping hair outlol,0,1,1,1,1,1,0,1,0,1,0,0,0,1,14,False
think might retarded,0,0,0,0,1,1,0,1,0,1,0,0,1,1,3,False
i\'m actually twat,1,1,0,1,1,1,0,0,1,1,1,0,0,1,4,False
fucking nigger asshole hotrodnigga.,0,1,0,0,0,1,0,0,1,1,0,1,0,2,4,False
happy happy birth death  sa aking ka forever jowa spic girl &amp; one @user  gotchu alw @url,0,1,0,0,0,1,0,1,0,1,0,0,0,2,17,False
pelea entre latinos... que espectu00e1culo :/ want people \'shithole countries\' coming here? @url,0,0,0,1,0,1,0,1,0,1,0,0,0,2,12,False
@user twat. @user help friend ended hospital last night?,1,1,1,1,0,0,1,1,0,1,0,0,0,1,9,False
@user jesus christ i\'m pretty sure he\'s retarded.,0,1,0,0,0,1,0,1,0,1,0,0,0,1,10,False
@user @user @user call nigerians african countries shithole? u guys se @url,0,1,0,0,0,1,0,1,0,1,0,0,0,3,12,False
@user aditi go back come from. dont even reside cleveland. even like yourself? @url,1,0,0,1,1,1,1,1,0,0,1,0,0,0,14,False
@user id rather nigger dumb bitch dumb bitch,1,0,0,1,1,1,1,1,0,1,0,1,0,2,8,False
@user deadset unfunniest retard,1,0,0,1,1,1,1,0,1,1,0,0,0,1,4,False
@user bye nigger lol,1,0,0,0,1,0,0,1,0,1,0,0,0,2,4,False
tots godwin _ hilarious mongoloid @url,1,1,0,1,0,1,1,0,1,0,0,1,0,1,6,False
@user good job faggot,1,0,1,0,0,0,0,1,0,1,0,0,0,2,4,False
ma\'am major cunt muffin,1,0,1,0,0,0,0,0,1,1,0,0,0,1,5,False
useless cunt @url,0,1,0,1,0,0,0,1,0,1,0,0,0,1,3,False
@user @user nothing going happen woke negro they\'re going keep pushing ca @url,0,1,0,0,0,1,0,1,0,1,0,0,0,2,14,False
somebody take nigger phone away @url,1,0,1,0,0,0,0,1,0,1,0,1,0,1,6,False
lad bushes jets pulled hair extensions  grade twat,0,1,0,1,0,0,0,1,0,1,0,0,0,2,8,False
@user @user wish live shithole country could buy cool t-shirts well.,0,1,0,1,0,0,0,1,0,1,1,1,1,1,12,False
illegal aliens,0,0,0,1,0,1,0,1,0,1,0,0,0,2,2,False
look like cunt sleep like mouth open double chins limbs shop hair tangled everywh @url,0,0,0,1,0,1,0,1,0,1,1,0,0,1,15,False
someone tolerant left calls hateful racist basically calls spic @url,0,0,0,1,0,1,0,1,0,0,1,0,0,1,10,False
winter i\'m buying big stupid dumb oc fly retarded coat ....kill,0,0,0,1,0,1,0,1,0,1,0,0,0,1,12,False
@user @user @user @user quit @user fucking twat. wanna selective reading @url,1,0,0,0,1,0,0,1,0,0,1,0,0,0,12,False
@user @user @user @user know weinstein dirty jew right? know way.,0,0,0,1,0,1,0,1,0,1,0,0,0,1,11,False
@user @user plateado con azulnegro etc.,1,0,0,0,1,0,0,1,0,0,1,0,0,0,6,False
quentin tarantino studio greenlights every nigger put script. @url,0,0,0,1,0,1,0,1,0,1,1,0,1,3,9,False
least skip funny.nncolin awful. disgusting twat.nn@url,1,0,0,1,0,0,0,1,0,1,0,0,0,1,9,False
caravan caravan ? another failed attempt leftists bring illegal aliens e.g. undocumented democrats @url,0,0,0,0,1,1,0,1,0,1,0,0,0,1,14,False
like china disgusting ching chong country @url,0,0,0,0,1,1,0,1,0,0,1,0,0,1,7,False
@user speaking shithole countries..,0,1,1,1,1,1,0,1,0,1,0,0,0,1,4,False
hisoka faggot shit hands real @url,0,0,0,1,0,1,0,1,0,0,0,1,0,1,6,False
caption retard @url,0,0,0,1,0,1,0,1,0,1,0,0,0,2,3,False
fuentes retard lol made #yiannibol gang,0,0,0,1,0,1,0,1,0,1,0,0,0,2,6,False
@user fucking stupid little twat hole,0,0,0,1,0,1,0,1,0,1,0,0,0,1,6,False
look absolute doos! trophy hunter man cunt. understand hunting foo @url,0,0,0,0,0,1,1,1,0,1,0,0,0,1,11,False
@user part script? wants feminazi there! going march dc thursday w/ @url,1,0,1,1,1,1,0,1,0,1,1,1,1,2,12,False
cancel shithole countries give trump,0,0,0,1,0,0,1,1,0,1,0,0,0,1,5,False
stick even mongy ones back cos they\'re united players i\'m done sanchez i\'m @url,0,0,0,1,0,0,1,1,0,1,0,0,0,1,17,False
@user beefing dyke!!!,0,1,0,0,0,0,1,1,0,1,0,0,0,1,3,False
look faggots faggot would told bio. come bothering kind crap messages part.,0,0,0,1,0,0,1,1,0,1,0,0,0,2,12,False
@user @user @user @user i\'ll nigger voting democrat 200 years,0,1,0,1,0,0,0,1,0,1,0,0,0,2,11,False
keep wheels spic n span year round tips tricks! @url,0,0,0,1,0,0,1,1,0,0,1,0,0,0,10,False
u2066@user : might surprised bomber probably illegal immigrant shithole @url,0,0,1,0,1,0,0,1,0,1,0,0,0,1,10,False
frick saw someone retarded take tl went gathered evidence needed @url,0,0,0,0,1,0,1,1,0,1,0,0,0,0,11,False
obesedyke cant,0,0,0,0,1,0,1,1,0,1,1,0,0,1,2,False
@user ain\'t going nowhere.hes soup taker worst kind.,1,0,1,1,1,1,0,1,0,1,0,0,0,0,10,False
mongy cunt ashley young keep fist bumping everyone grow mate,0,1,0,0,0,1,0,1,0,0,1,0,0,1,10,False
like anyone else wake multiple times night like 4-5 times body fucking retarded,0,0,0,1,0,0,1,1,0,1,1,0,0,1,14,False
free? why? _ another retarded question @url,0,0,0,1,0,0,1,1,0,0,0,1,0,1,7,False
stared fucking door target like fucking retard thought automatic ,0,1,1,1,1,1,0,1,0,1,1,0,0,1,9,False
read tweets can\'t help think great quote great man. nnthese lil bitches retarded,0,1,0,1,0,0,0,1,0,0,1,0,0,1,14,False
million one fucking laws average joe.nnbut million fucking loopholes silver spoon faggot @url,0,1,1,1,1,1,0,1,0,0,0,1,0,1,14,False
@user far faggot@user,1,0,1,1,1,1,0,1,0,0,0,1,0,1,4,False
@user learn something pro uneducated twat! @url,0,1,1,1,1,1,0,1,0,0,1,0,0,1,7,False
@user first i\'ve ever heard this. complete twat is...,0,0,0,0,1,1,0,1,0,0,1,0,0,0,10,False
honored part delegation fabulous workshop @user share story incre @url,0,0,1,0,1,0,0,1,0,1,0,0,0,0,10,False
right twat?,0,0,1,0,1,0,0,0,1,1,0,0,0,1,2,False
@user twat offense could maybe hit 2 sometime soon,0,0,1,0,1,0,0,1,0,1,0,0,0,0,9,False
23 mongoloid  @url,0,0,1,1,0,0,0,1,0,1,0,0,0,2,3,False
@user @user check calendar mongol,0,0,1,0,1,0,0,1,0,1,0,0,0,1,5,False
@user jen reached full blown retard. stop it.,0,0,0,1,1,0,0,1,0,1,0,0,0,1,8,False
nah nah bully retarded ahh fortnite players @url,0,1,0,0,1,0,0,1,0,1,0,0,0,1,8,False
@user @user @user understanding recent changes directly effected refugees @url,0,0,1,0,1,0,0,1,0,1,1,0,0,1,10,False
@user love faggot,0,0,1,0,1,0,0,1,0,1,1,0,0,1,3,False
@user right versus obama\'s apologetic sneaky leftist robin hood view. fact obama gen @url,0,1,0,1,0,0,0,1,0,1,1,0,0,0,15,False
@user ...what... negro @url,0,0,1,0,1,0,0,1,0,1,1,1,1,1,4,False
@user hey faggot suck balls,0,0,1,0,1,0,0,0,1,0,1,0,0,2,5,False
honestly trotsky mongoloid. part book storming winter palace described weather @url,0,0,1,0,1,0,0,1,0,1,0,0,0,1,11,False
@user @user @user @user @user wife gorgeous. patty damn sexy tired twat.,0,0,0,1,1,0,0,1,0,1,0,0,0,1,12,False
@user fuck sake. tony seems like right cunt.nguess cunts twitter every team.nthat\'s f @url,0,0,0,1,1,0,0,1,0,1,0,0,0,0,17,False
chart become false false everyday...no mongoloid family,1,0,0,0,0,1,0,0,1,1,0,0,0,2,8,False
@user horse shadow colossus retarded,0,0,0,0,0,1,1,1,0,1,0,0,0,1,5,False
@user looks exact pictures looks like twat trying look sexy,1,0,0,0,0,1,0,1,0,1,0,0,0,1,10,False
stan twitter thinks they\'re funny making jokes x\'s death . surpised ching chong junior dies @url,0,0,0,0,0,1,1,0,1,1,0,0,0,2,17,False
got opening wallet new credit card. who\'s filling slot. nnwhich faggot thinks worth that. @url,0,0,0,0,0,1,1,1,0,0,1,0,0,0,16,False
@user help out. white domestic terrorist #timothymcveigh #liberal #leftist? (to help u @url,1,1,0,1,0,1,1,0,1,1,0,0,0,1,13,False
ghiblimix still corner shame like fuk tht spic,1,1,0,1,0,1,1,1,0,1,0,0,0,1,8,False
@user @user @user fat spic frauding... zach virgin phenom dick ride @url,0,1,0,0,0,1,0,1,0,1,0,0,0,2,12,False
denola grey guy na faggot,0,1,0,0,0,1,0,1,0,1,0,1,0,2,5,False
happened country even bullies scared meet retard traditional home court?,0,1,0,0,0,1,0,1,0,1,0,0,0,0,10,False
audacity men. owe shit ya fuckin twat ,0,1,0,0,0,1,0,1,0,1,0,0,0,0,7,False
thats negro right,0,1,0,0,1,0,0,1,0,1,0,0,0,2,3,False
@user non retarded club puig/buehler iconic ws moments easy wins.nnoh well,0,1,0,0,0,1,0,1,0,0,1,0,0,1,13,False
can\'t even go thanksgiving dinner without worrying someone\'s gonna call nigger/chink/spic accident @url,0,1,0,0,0,1,0,1,0,0,0,1,0,2,17,False
@user clearly twat,1,0,1,0,0,0,0,1,0,1,0,0,0,1,3,False
@user @user rightly said dinkan..may ppl temples retarded...but kerala f @url,1,1,0,0,1,1,1,1,0,1,0,0,0,1,13,False
@user okay got n u bad dad n uranus joon n fade retard nim going jump cliff,0,1,0,1,0,0,0,1,0,1,0,0,0,1,17,False
niggas retarded,0,1,0,0,0,1,0,0,1,1,0,1,0,1,2,False
@user @user think he\'s retarded,0,1,0,0,0,1,0,1,0,1,0,0,0,1,6,False
live retard called tanya. ok hi ,0,1,0,0,0,1,0,1,0,1,1,1,1,1,6,False
@user can\'t serious! daddy\'s fault twat. living lala land. make sick. #fucktrumps,0,0,0,0,0,1,1,1,0,0,0,1,0,1,14,False
@user 9 10 times feminazi retards one bash men put forth allegations r try @url,0,0,0,0,1,1,0,0,1,0,1,0,0,1,15,False
@user @user @user kno leftist women far biggest domestic threat country. nearly 3/4 @url,0,0,0,0,1,1,0,1,0,1,0,0,0,1,15,False
@user @user mongoloid = idiot? think clever enough know offensive @url,1,0,1,1,0,1,1,1,0,1,0,0,0,1,10,False
@user bitch nigger im send paragraphs im sending gifs &amp; memes instead lol mad?,0,0,1,0,0,1,0,0,1,1,0,0,0,3,14,False
awkward great show jenna became total fucking cunt kept cheating matty. refused watch that.,0,1,0,0,0,1,0,1,0,1,0,0,0,1,14,False
feminazi full force time walk away crazy people @url,1,1,0,1,0,1,1,0,1,1,0,0,0,1,9,False
@user he\'s even fucking funny mcing subpar i\'d rather listen plunger toilet tbqh bland twat,0,0,0,0,1,1,0,1,0,1,0,1,0,1,17,False
gavin newsom wants give illegal aliens free healthcare.,1,0,0,0,0,1,0,0,1,0,0,1,0,1,8,False
ashley young manchester united\'s captain i\'m chinaman,1,0,0,0,0,1,0,1,0,1,1,1,0,1,9,False
@user cunt @url,1,0,0,0,0,0,1,0,1,0,0,1,0,1,3,False
right royal retarded right everything me.,1,0,0,0,0,0,1,1,0,1,1,1,1,1,6,False
boosting retard @user @url,1,0,0,0,0,0,1,1,0,1,0,0,0,1,4,False
@user @user least 1 million refugees allowed germany alone. (i know way @url,1,0,0,0,0,0,1,1,0,1,1,0,0,1,13,False
@user @user @user @user @user @user well calls faggot earlier,0,0,1,0,1,0,0,1,0,1,0,1,0,1,10,False
@user @user please go back country need live need jobs back,0,0,0,1,1,0,0,1,0,1,0,1,0,1,11,False
@user comes mouth either retarded aids.,1,0,0,1,0,0,0,1,0,0,0,1,0,2,6,False
bad night considering part mongoloid... @url,1,0,0,1,0,0,0,1,0,0,1,0,0,1,6,False
nothing stirs emotions quite like reading retarded replies trump tweets,1,0,0,1,0,0,0,1,0,1,0,0,0,0,10,False
cleaning found new eraser 2 unsharpened mongol pencils hayyy nagbakal pa ko nmat,0,0,0,1,0,1,0,1,0,1,0,0,0,1,13,False
@user he\'s absolute twat,0,0,1,0,0,1,0,1,0,1,0,0,0,1,5,False
@user pourquoi la peur des migrants serait sans raison alors que le nombre de crimes commis par ceux-ci est en augmentation ?,0,0,0,0,1,1,0,1,0,1,0,0,1,1,22,False
like many grew dick van dyke reference point cockney accent,1,0,0,0,1,0,0,1,0,1,0,0,0,1,10,False
trump supporters sending mail bombs &amp; shooting synagogues can\'t call woman cunt uncivilized #pittsburgh,0,0,0,0,1,1,0,1,0,1,0,0,0,1,15,False
lukewarm ass negro,0,0,0,0,1,1,0,1,0,1,0,1,0,2,3,False
@user notice even chinaman come scrambled him.,0,0,0,0,1,1,0,1,0,1,0,0,0,2,7,False
fucking cunt @url,0,0,0,0,1,1,0,1,0,1,0,0,0,1,3,False
well got facebooks bk one\'s use 1 left get bk wudnt date birth facebook fucking twat ugh,0,0,0,0,1,1,0,1,0,1,0,0,0,1,18,False
@user im talking abt hair negro,0,1,0,1,0,0,0,0,1,1,1,1,1,1,6,False
shut fuck fat singing cunt. sound like 3 malnourished cats suit case.,1,1,0,1,0,1,1,1,0,1,0,0,0,2,12,False
@user @user ya like negro president,1,1,0,1,0,1,1,1,0,1,0,0,0,1,6,False
reason brian stowe retarded @url,1,0,0,0,0,1,0,1,0,1,0,0,0,1,5,False
lmao fucking retarded lazy,1,1,0,1,0,1,1,1,0,1,0,0,0,2,4,False
feel twat,1,1,0,0,0,0,0,1,0,0,0,0,1,0,2,False
@user yeah twat tweet everything.,0,1,0,0,1,0,0,1,0,1,1,0,0,1,5,False
crush everyone say ignorant bs. second cute boy goes ching chong trump @url,0,1,0,0,1,0,0,1,0,1,0,0,0,1,13,False
@user white nationalist say heritage okay white difference meaning them.,1,1,1,1,1,0,0,1,0,1,0,0,0,1,10,False
sister literally said james charles faggot.nn...nnwho talking,1,1,0,0,0,0,0,1,0,1,0,0,0,2,9,False
anyone else make wah ching ching chung choo ching chong noises try copy kung fu moves?,0,0,1,0,0,1,0,1,0,1,0,0,1,1,16,False
robert bower leftist terrorist @url,1,1,1,1,1,0,0,1,0,0,1,0,0,1,5,False
@user @user nightposting using retarded grammar,1,1,1,1,1,0,0,1,0,1,1,0,0,1,6,False
encountered words ching chong &amp; massieren presumably coz bunch asians.. non asia @url,0,1,1,1,1,1,0,1,0,1,1,1,0,3,13,False
@user @user started smoking weed like 8 months ago old faggot,1,1,1,1,1,0,0,1,0,1,0,0,0,1,11,False
sad std daily raghead news muslims sand people! fight time bible says so! point! @url,0,0,0,0,1,0,1,1,0,1,0,0,0,0,15,False
@user @user @user first learn type fucking mongoloid. second u think artis @url,0,0,0,0,1,0,1,1,0,1,0,0,0,1,13,False
@user @user cuz ur mongoloid,0,1,0,0,0,1,0,0,1,1,0,0,0,1,5,False
house nigger googoo gaga @url,0,0,0,0,1,0,1,1,0,1,0,0,0,2,5,False
always one cunt fucking hate,0,0,0,0,1,0,1,1,0,1,0,1,1,1,5,False
@user @user youre like one listens stuff nobody knows kpop ching chong music,0,0,1,0,0,1,0,1,0,1,1,1,1,2,13,False
12 years old told  rape family fucking nigger spic bitch 25 kill @url,0,0,1,0,0,1,0,0,1,1,0,1,0,2,13,False
boyfriends uncles gf plastered reassure crazy stupid dumb retarded idi @url,0,0,0,0,1,1,0,1,0,0,1,0,0,1,11,False
see faggot floor @url,0,0,0,0,1,1,0,1,0,1,0,1,0,1,4,False
twat @url,0,0,0,0,1,1,0,1,0,1,0,1,0,1,2,False
hardest i\'ve worked project nni\'ve become retarded picky wit beat selectionnny\'all gotta really liste @url,0,0,0,0,1,1,0,1,0,1,0,0,0,0,18,False
@user tyrone retarded,0,1,0,0,1,0,0,1,0,1,0,0,0,1,3,False
@user fucking faggot,0,1,0,0,0,1,0,0,1,1,0,0,0,2,3,False
@user calling / twat probably ,0,0,0,0,1,1,0,1,0,1,1,0,0,1,4,False
nigera fucker nigger pooper,0,1,0,0,0,1,0,1,0,0,0,1,1,1,4,False
@user @user stfu come party retard,0,0,1,0,1,0,0,0,1,1,0,0,0,1,6,False
@user ching chong ching chang,0,0,1,0,0,1,0,1,0,1,0,0,0,1,5,False
kelly rowland really called freddie kruger faggot lmaoooooooooooo @url,0,0,1,0,0,1,0,1,0,1,0,0,0,2,9,False
people go instant retard told firmly leave?,0,0,1,0,0,1,0,1,0,0,1,0,0,1,7,False
asian group...ching chong dog eaters chinese dudes,0,0,1,0,0,1,0,1,0,1,0,0,0,1,8,False
@user @user @user @user dont ask faggot,1,0,0,0,0,0,1,1,0,1,0,0,0,1,7,False
@user luke retarded needs better job rotations stop calling dumb timeouts,0,0,1,0,0,1,0,1,0,1,0,0,0,1,11,False
faggot paying new underwear. message f @url,0,0,1,0,0,1,0,1,0,1,0,1,0,1,7,False
wait nvm i\'m retarded got one seth nncarry,0,0,1,0,0,1,0,1,0,1,0,0,0,1,9,False
@user go finish sentence mongol,1,1,0,0,1,1,1,0,1,1,1,1,1,1,5,False
i\'ve never agreed anything donald trump called african countries shithole,1,0,0,1,0,0,0,1,0,0,1,0,0,1,11,False
@user ching chong 100,1,1,1,0,0,0,1,1,0,1,0,1,1,2,4,False
im gay .1890\'s gay 1990\'s gay.i hate filthy faggot queersni love jewsthe jews maccabean era ihate @url,1,1,1,0,0,0,1,1,0,1,0,0,0,3,20,False
help roofe absolute cunt #nffc,0,1,1,1,1,1,0,1,0,0,1,0,0,1,5,False
@user @user nigger,1,0,0,0,0,1,0,1,0,1,0,0,0,3,3,False
man got louisville nigger museum fucking funny god damn,1,0,0,0,0,1,0,1,0,1,0,0,0,1,9,False
@user buying raghead votes see,0,0,0,0,1,1,0,1,0,1,1,0,0,1,5,False
i\'m mother first  crazy retarded ass bitch right ,1,1,0,0,1,1,1,1,0,1,1,0,0,2,9,False
@user *feminazi sorry know feminists crazy,1,1,0,0,1,1,1,1,0,0,1,0,0,1,6,False
damn got called nigger today,1,1,0,0,1,1,1,1,0,0,1,0,0,1,5,False
@user get mate. they\'re sickening. especially ching chong bastards @url,1,1,0,0,1,1,1,1,0,1,0,0,0,2,11,False
smh women really retarded @url,1,1,0,0,1,1,1,1,0,0,0,1,0,2,5,False
@user k lmao twitch abandoned faggot,0,0,0,1,0,1,0,1,0,1,0,1,0,1,6,False
@user @user get eg0 afk team = &gt;be eune &gt;play jax &gt;act like mongol &gt;play jax &gt;pl @url,0,0,1,0,0,1,0,1,0,1,0,0,0,0,22,False
i\'m glad talked acting retarded,0,0,0,0,1,1,0,1,0,1,0,0,0,1,6,False
@user @user uhhh... u stupid faggot. goblin slayer actually makes sense .,0,0,0,0,1,1,0,0,1,1,1,1,0,1,11,False
white girl bus:its okayi didnt say nigger offen,0,0,0,0,1,1,0,1,0,1,1,0,1,1,9,False
faggot bus driver driving like 10mph wtf,0,0,0,0,1,1,0,1,0,1,1,1,1,1,7,False
dude wayne said keep mind im negro open mind got screen door @url,0,0,0,0,1,1,0,1,0,1,1,0,1,1,13,False
@user retard fighting court pic..,0,0,0,0,1,1,0,1,0,1,0,0,0,1,5,False
@user yet administration wants curb legal immigration wanting immigrants shithole co @url,0,0,0,0,1,1,0,1,0,1,0,0,0,1,12,False
@user he\'s booter moron. like u literally retarded? ur another toxic young kid. go vibe lil peep @url,1,1,1,0,1,0,1,0,1,0,1,0,0,2,19,False
@user slimy maybe that\'s i\'m spic boring? could never! boring sucks,1,1,0,1,1,1,0,1,0,1,0,0,0,0,13,False
omelette au fromage retard. omelette du fromage would mean made cheese. ugh!,0,0,1,1,0,0,0,1,0,1,0,0,0,1,12,False
shithole country human right #cameroun world must rise tell devil backout #paulbiya w @url,1,1,0,0,0,0,0,1,0,1,0,0,0,1,14,False
@user @user biggest talking bout is; hayley mcqueen awful presenter kris commons soup tak @url,1,0,0,0,1,0,0,1,0,1,1,0,0,1,15,False
@user maybe kp*ppies right field nigger,1,0,0,0,1,0,0,1,0,1,1,1,0,2,7,False
@user @user @user nobody asked u faggot,1,0,0,0,1,0,0,0,1,0,0,1,0,1,7,False
wow hs kids really immature huh. s/o kid needville told brother faggot b/c mother passed away.,0,1,1,0,1,1,1,1,0,1,0,0,0,1,18,False
non mais genre. blague sur les migrants. je l\'aime de plus en plus @url,0,0,0,0,1,0,1,1,0,0,1,0,0,2,15,False
guy wants eat fat dicks. go figure. dont jump mentions cause faggot ass butt hurt lost. @url,0,0,0,0,1,0,1,1,0,1,1,1,1,3,17,False
@user @user take ucl l stop worrying things hazijafika !! ati ooh washed veteran ooh ching chong fucken,0,0,0,0,1,0,1,1,0,1,0,1,0,1,17,False
@user ask raghead buddies where\'s body? autopsy performed khoahoggi!! @url,0,0,0,0,1,0,1,1,0,1,0,0,0,0,11,False
@user twat? imagine,0,0,0,0,1,0,1,1,0,1,0,0,0,2,3,False
bns complete mongoloid comes gameplay design ideas (see bfv attrition) regular work good.,0,1,0,0,1,0,0,1,0,0,0,0,1,0,13,False
@user @user nothing retarded it. love caposa agree opinions da @url,0,1,1,0,1,1,1,1,0,1,0,0,0,1,11,False
sounds faggot me. @url,0,0,0,0,1,1,0,1,0,1,0,1,0,1,4,False
@user ask us. ask twat mate white hoisr !,0,0,0,0,1,1,0,1,0,1,0,1,1,1,8,False
crap... tired realised responses got i\'d posted wrong profile.  twat.. haha ,0,1,0,0,1,0,0,1,0,1,0,0,0,1,12,False
twat probably right #lufc @url,0,0,0,0,1,1,0,1,0,1,0,0,0,1,5,False
negro crazyyyy u know many people reach behalf? lmao. care care?,0,0,0,0,1,1,0,0,1,1,0,0,0,1,11,False
wayne said  keep mind ima negro. open mind screen doe ,0,0,0,0,1,1,0,1,0,1,0,0,0,1,10,False
retard sat next started playing eminem\'s new album,0,0,1,0,0,1,0,1,0,1,1,1,1,1,9,False
went full retard..never go fullnretard..,0,0,1,0,0,1,0,1,0,1,0,0,0,1,6,False
@user faggot primo,0,0,1,0,0,1,0,1,0,0,1,0,0,2,3,False
wow @user face tonight looked like got shit retarded hippopotamus got ran @url,0,1,1,1,1,1,0,1,0,1,0,0,0,1,13,False
dave roberts showing good ucla education is. fucking retard,0,0,1,0,0,1,0,1,0,1,0,0,0,1,9,False
